Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Signal AI,Seed VC,$1.80M,04/01/2015,N/A,"Signal AI is an AI-powered business intelligence and media monitoring company that aggregates, analyses and provides business leaders with insights into digital, print and broadcast media and regulatory data. Signal’s ML enables businesses to track the competitive landscape, changes to regulation and monitor reputation—empowering them to make smarter decisions.",Internet Software & Services,United Kingdom,$51.55M,N/A
Ihiji,Series A,$1.80M,04/17/2015,N/A,"ihjii provides cloud-based SaaS solutions that empower systems integrators and technology professionals to cost-effectively deliver remote network management services to their clients. These solutions not only allow for efficient management of the network and devices that make up the Internet of Things (IoT) inside the modern home and office, they also enable resellers to create a recurring revenue stream for their business by reducing or eliminating unnecessary site visits. In fact, resellers utilizing ihiji SaaS solutions benefit from improved network performance and uptime, along with fewer service and support concerns. An award-winning global SaaS solutions provider, ihiji is based in Austin, Texas and is privately held.",Internet Software & Services,United States,$2.09M,N/A
Sendle,Seed,$1.80M,04/21/2015,N/A,Sendle offers a delivery service for users through its online booking system.,Internet Software & Services,Australia,$60.17M,N/A
Travefy,Series A,$1.80M,04/27/2015,N/A,"Travefy is a group travel planner that solves the coordination headaches of travel. Through Travefy users can invite friends to travel, collaborate on details, book hotels, and manage shared expenses.",Internet Software & Services,United States,$3.60M,N/A
Incrediblue,Seed VC - II,$1.80M,05/08/2015,N/A,"Incrediblue is a marketplace connecting boat owners & crew with travelers, globally. Yacht and boat rental is now easy with Incrediblue, whether a skipper looking to hire a sail or power boat for sailing holidays, or simply to enjoy a yacht charter with friends.",eCommerce,United Kingdom,$1.93M,N/A
Playbasis,Series A,$1.80M,06/25/2015,N/A,"Playbasis is a powerful gamification platform that makes it easy for brands, publishers, and merchants to better engage and retain their audience. Playbasis lets company's track user activity in real-time, allowing them to use data to understand behavior. The company tracks the pulse of audiences, telling users exactly who's using a product and how they're using it.",Internet Software & Services,Thailand,$2.57M,N/A
DivvyHQ,Series A,$1.80M,06/30/2015,N/A,"DivvyHQ is a cloud-based, content planning and production workflow tool built to help marketers and content producers get/stay organized and successfully execute demanding, complicated and content-centric marketing initiatives. Divvy's unique functionality combines web-based calendars, content management and online collaboration to help global content teams capture content ideas, assign and schedule content projects, produce any type of content and stay on top of production deadlines.",Internet Software & Services,United States,$2.10M,N/A
Practice XYZ,Seed VC,$1.80M,07/24/2015,N/A,"Practice XYZ, previously ApprenNet, is an education company dedicated to developing tools for teaching transactional lawyering. The company collaborates with law schools, law firms, corporate counsels' offices, and various bar organizations to provide law students and recent law graduates with interactive, experiential learning opportunities.",Internet Software & Services,United States,$7.32M,N/A
AdmitSee,Seed VC,$1.80M,08/04/2015,N/A,AdmitSee is a crowd-sourced undergrad and grad school admissions resource. Read application essays and advice direct from the students who got in.,Internet Software & Services,United States,$2.07M,N/A
FitCode,Series A,$1.80M,09/15/2015,N/A,"Fitcode is a fashion technology company focused on transforming the experience of online shopping. Founded in 2014, Fitcode aims to fix the disconnect between real women and less-than-real product images. Created by women and for women, Fitcode is changing the focus from size to fit to help women of all shapes and sizes find denim they love.",Internet Software & Services,United States,$2.55M,N/A
IntSights,Seed VC,$1.80M,10/12/2015,N/A,"IntSights is a security provider for cyber threats from the dark, deep, and open web. In an effort to curb the possibility of human error or loss of data when interpreting threat reports, IntSight's platform provides multi-source, extensive intelligence coverage, an analytics engine that prioritizes the vast amount of collected intelligence, and the capability to translate the critical pieces of intelligence into immediate actions.On July 19th, 2021, IntSights was acquired by Rapid7 at a valuation of $335M.",Internet Software & Services,United States,$71.30M,N/A
Ovation.io,Seed VC,$1.80M,10/19/2015,N/A,"Terminus is an Account-Based Marketing platform that enables B2B marketers to target best-fit accounts, engage decision-makers on their terms, and accelerate marketing & sales pipeline velocity at scale.",Internet Software & Services,United States,$174.12M,N/A
Eagle Alpha,Angel - II,$1.80M,11/02/2015,N/A,"Eagle Alpha uses technology to analyze social media for stockbrokers, hedge funds, and other investors. The company's first product, Web Watch, offers real-time news and views from the internet and is used by big-name clients across London, New York, and Connecticut.",Internet Software & Services,Ireland,$8.03M,N/A
Satvacart,Seed VC - II,$1.80M,11/06/2015,N/A,"Satvacart offers curated products across grocery, fruits and vegetables, personal care, household essentials, and baby care. The company offers delivery across five different time slots, and has repeat purchase rates of over 80%.",eCommerce,India,$1.80M,N/A
Cleanify,Seed VC,$1.80M,11/17/2015,N/A,Cleanify is an online booking and management platform for local cleaning services.,eCommerce,United States,$1.93M,N/A
Factom,Seed VC,$1.80M,12/18/2015,N/A,"Factom is a blockchain as-a-service (BaaS) technology company that secures data via decentralization. Its products safeguard the most critical government, commercial, and non-profit systems.",Internet Software & Services,United States,$17.78M,N/A
Storj Labs,Seed,$1.80M,11/13/2015,N/A,"Storj is based on blockchain technology and peer-to-peer protocols to provide secure, private, and encrypted cloud storage.",Internet Software & Services,United States,$5.05M,N/A
Wholeshare,Seed VC,$1.80M,12/31/2015,N/A,"Wholeshare helps people access good quality, affordable food by organizing group purchases. By shopping as a group, members increase their purchasing power, making it worthwhile for local farmers and distributors to deliver directly to them. Dealing directly with vendors gives groups access to a wider variety of foods, and drastically shortens their supply chain. By bypassing retail stores, groups get wholesale prices, saving on supermarket markups which are 25% to 55%.",eCommerce,United States,$2.00M,N/A
"A
Atlas Money",Seed VC,$1.80M,12/31/2015,N/A,"Atlas connects communities around the world through mobile banking. Leveraging the blockchain, its platform provides financial services by hooking into existing social systems, allowing for greater access to security, loans, and other financial products.",Internet Software & Services,United States,$3.99M,N/A
"H
HonestFund",Seed,$1.80M,08/28/2015,N/A,"HonestFund is a P2P (peer to peer) loan service platform that directly connects borrowers to lenders without banking institutions. HonestFund provides individuals and institutional investors access to alternative investment opportunities across a wide range of asset classes, such as residential/commercial real estate, infrastructure financing, and unsecured personal loans.",eCommerce,South Korea,$29.11M,N/A
Ace & Tate,Angel,$1.80M,03/17/2015,N/A,"Ace & Tate is an Amsterdam-based eyewear brand that designs, produces and sells eyewear online for an all-inclusive price of €98 (or £89 in the UK), serving customers in The Netherlands, Germany and the United Kingdome. Ace & Tate offers a 'Home Try-on' service, which lets buyers select up to four pairs of glasses that are delivered to the customers for free to test out in the comfort of their own homes for five days.",eCommerce,Netherlands,$17.96M,N/A
Hejmo,Angel,$1.80M,08/31/2015,N/A,Hejmo offers services in mortgage loans for Swedish homeowners and investors.,Internet Software & Services,Sweden,$10.66M,N/A
"I
IncludeHealth",Series A - II,$1.79M,02/24/2015,N/A,"IncludeHealth is a digital health and performance company delivering musculoskeletal care and training. Offered through a monthly subscription, the platform provides a comprehensive digital suite that pairs HIPAA compliant cloud software with connected equipment, sensors and data to quantify and qualify human performance. This pairing provides capabilities such as centralized and standardized protocols, outcomes-based data collection, autonomous instruction and documentation, and location agnostic delivery to produce better outcomes with lower costs.",Internet Software & Services,United States,$6.22M,N/A
Yapta,Series D - III,$1.79M,07/29/2015,N/A,"Yapta is a provider of airfare price assurance services for travelers, and the developer of FareIQ, the corporate travel industry's independent airfare price tracking solution. Yapta's technology is helping companies with heavy travel volumes reduce their spend and extend their T&E budget by constantly tracking booked airfares and flagging lower rates when they become available.On January 7th, 2020, Yapta was acquired by Coupa Software, terms of the agreement were not disclosed.",eCommerce,United States,$23.23M,N/A
"T
Tech Will Save Us",Seed VC,$1.78M,12/17/2015,N/A,"Tech Will Save Us is a technology start-up focused on learning. The company is on a mission to provide families, educators and young people – of all ages, backgrounds and interests – with opportunities to learn and create using technology. TWSU offers tech-based DIY kits that TWSU produces that are designed to encourage children to make, play, code, and invent with technology. They include a DIY speaker kit, a DIY synth kit and a DIY gamer kit.",eCommerce,United Kingdom,$9.02M,N/A
Twizoo,Seed VC,$1.78M,04/02/2015,N/A,"Twizoo is a social content platform that uses AI to automatically discover and display the most engaging, high-converting social media content across a site.",Internet Software & Services,United Kingdom,$1.78M,N/A
Thunder Industries,Series B,$1.77M,05/06/2015,N/A,"Thunder Industries is enabling creative relevancy for programmatic advertising. The company's Creative Management Platform allows publishers, agencies and advertisers to match creative executions to the increasing variety of targeting segments and ad formats.On February 4th, 2021, Thunder Industries was acquired by Walmart. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$25.58M,N/A
Crowfall,Crowdfunding,$1.77M,03/26/2015,N/A,"Crowfall is an Austin, Texas-based independent developer and publisher of Massively Multiplayer Online Role-Playing Games (MMORPGs).",Internet Software & Services,United States,$29.15M,N/A
"N
Nongfenqi",Series A,$1.77M,12/31/2015,N/A,Nongfenqi provides installment payment services to large farming groups and collaborative communes on their agricultural equipment purchases.,Internet Software & Services,China,$17.70M,N/A
Lucina Health,Series B - III,$1.76M,11/25/2015,N/A,"Lucina Health is a provider of women's maternity analytics platforms to health plans, Medicaid providers and public entities. Lucina Health identifies women at-risk of preterm birth, usually within the first trimester, with personalized health improvement resources, making it easy for care managers to complete actions that optimize the health and well-being of women to improve birth outcomes and to create healthier communities over time.On January 14th, 2020, Lucina Health was acquired by Unified Women's Healthcare. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$24.73M,N/A
"N
Nanyan Information",Series A,$1.76M,12/01/2015,N/A,"Nanyan Information is a Shanghai-based online insurance service company that operates 618 insurance platform, a platform that offers cloud architecture, cloud storage, and cloud computing solutions for insurance companies.",Internet Software & Services,China,$68.37M,N/A
"L
Lezhi",Series A,$1.76M,03/14/2015,N/A,Lezhi provides headhunt services online.,Internet Software & Services,China,$1.76M,N/A
MaestroQA,Seed VC - II,$1.75M,01/29/2015,N/A,"MaestroQA, operated by Adtrib, helps customer care teams run their Quality Assurance programs to improve training and coach agents.",Internet Software & Services,United States,$31.50M,N/A
CodeHS,Seed VC - II,$1.75M,01/23/2015,N/A,"CodeHS has developed an online program that allows students to learn the basics of coding. The company offers well crafted instructional materials supported continuously by the quality, personal attention of tutors.",Internet Software & Services,United States,$4.35M,N/A
Roadster,Seed VC - II,$1.75M,02/24/2015,N/A,"Roadster operates a new car buying solution that features tools for consumers to explore, compare and look for their car among hundreds of thousands of vehicles and instantly see available inventory and a concierge team that handles everything from obtaining the best price through delivery of the car to their home or office.On June 2nd, 2021, Roadster was acquired by CDK Global for $360 million.",eCommerce,United States,$24.00M,N/A
NucleusCare,Seed VC,$1.75M,10/13/2015,N/A,"NucleusCare is communication technology thoughtfully designed to enhance the lives of anyone in need of a simple way to connect with others. NucleusCare enables users to be healthier and stay connected by giving them one-touch family video calling, easy access to caregivers, medication reminders, activity reminders, and biometric data monitoring.",Internet Software & Services,United States,$10.71M,N/A
SimplyInsured,Seed VC - II,$1.75M,04/20/2015,N/A,"SimplyInsured is a simple, no-hassle health insurance marketplace and administrative platform for small businesses. The company analyzes thousands of insurance policies to find the best coverage, price, and value for every situation, and provides those options on a single site.",Internet Software & Services,United States,$8.42M,N/A
Bright Funds,Seed VC,$1.75M,06/10/2015,N/A,"Bright Funds was founded to help leading companies and their employees change the world through impactful social good programs, and in doing so, make their businesses more successful. Employees, recruits, customers, and investors appreciate companies that use the Bright Funds platform for employee-empowered workplace giving programs.On November 17th, 2021, Bright Funds merged with WizeHive.",Internet Software & Services,United States,$2.10M,N/A
Union Station,Seed VC - III,$1.75M,07/09/2015,N/A,"Union Station, formerly Little Borrowed Dress, is an online wedding boutique which offers bridesmaids dresses for sale or rent, giving brides the choice of a designer-quality dress that all their bridesmaids can afford. All of the company's dresses are available in a variety of colors and designed with built-in adjustment points to flatter all figures.",eCommerce,United States,$4.15M,N/A
"O
OPEN GALLERY",Seed VC,$1.75M,10/29/2015,N/A,"OPEN GALLERY is an online platform that allows consumers to rent pieces of art. The platform features reasonable prices, a wide variety of curated artists and artwork, and convenience - with services including recommendation, shipment, installation, and replacement. Consumers can try before they buy, replace a work every three months, and discover original paintings by emerging artists. For artists, OPEN GALLERY provides art marketing services (e.g. art lectures, exhibitions, etc.).",eCommerce,South Korea,$6.79M,N/A
"R
Rainist",Seed,$1.74M,01/01/2015,N/A,"Rainist is a FinTech company that operates Banksalad, an online personal financial management and asset management platform. The all-in-one money management service recommends credit cards and other financial products, based on an individual's financial status and spending habits. It links to the user's bank accounts and credit cards to track expenses, income, bills and savings, making budgeting easy.",Internet Software & Services,South Korea,$84.13M,N/A
"P
ParcelNinja",Seed VC,$1.73M,02/02/2015,N/A,"ParcelNinja is an eCommerce fulfillment service that stores, packs, and delivers all your goods. It also provides a web interface that lets merchants keep track of all their products.On February 23rd, 2021, ParcelNinja was acquired by Imperial. The terms of the transaction were not disclosed.",Internet Software & Services,South Africa,$1.73M,N/A
CrowdFunder,Angel - II,$1.73M,12/10/2015,N/A,"Crowdfunder, owned by crowdfunding platform equity crowdfunder, Crowdcube, is a platform to raise money for projects.",eCommerce,United Kingdom,$4.42M,N/A
OpsDataStore,Seed VC,$1.72M,06/04/2015,N/A,OpsDataStore provides enterprises with a real-time operational software that gives transparency across the IT stack by providing a common data plane for all management data and vendors.,Internet Software & Services,United States,$6.80M,N/A
Profitect,Series C - II,$1.72M,09/11/2015,N/A,"The Profitect software solution uses pattern analytics to identify revenue reducing activities, and integrated task management provides timely, detailed, and guided actions to resolve the issue. Improvements to the top and bottom line are continuously measured, ensuring sustainability across the business.",Internet Software & Services,United States,$8.97M,N/A
Visible Measures,Series E - III,$1.72M,10/21/2015,N/A,"Visible Measures is an analytics and advertising platform for social video. Designed to meet the challenges of measuring and delivering social video advertising, the company's platform powers the Viewable Media choice-based video ad network. Visible Measures provides customers and clients with visibility into the performance of paid and Earned Media placements and engagement in social video.",Internet Software & Services,United States,$72.72M,N/A
"C
CarrieSoft",Series A,$1.71M,12/24/2015,N/A,"CarrieSoft creates and publishes contents for kids and family, providing them everyday entertainment from short video clips, 3D animation, and web dramas to on-stage musical performances.",Internet Software & Services,South Korea,$4.33M,N/A
womanstalk,Series A,$1.71M,11/13/2015,N/A,"womanstalk is an e-commerce platform for women's beauty products. The company uses a media commerce model that displays images and videos of creators, celebrities, and influencers with their fashion and beauty brands, while users can purchase products by viewing the images.On August 4, 2020, womanstalk was acquired by OGQ. The terms of the transaction were not disclosed.",eCommerce,South Korea,$10.49M,N/A
Okanjo,Angel,$1.70M,01/09/2015,N/A,"Okanjo is an e-commerce platform provdier. The company's Cloud Commerce platform powers unique eCommerce solutions including the Native Marketplace and Native Commerce for media, AdCommerce for advertisers, and solutions for other industries. Okanjo's solutions are used by major media companies and advertisers ranging from popular, locally-focused entities to Fortune 1000 businesses.",eCommerce,United States,$3.49M,N/A
Cabforce,Series A,$1.70M,01/27/2015,N/A,"Cabforce is the only European wide pre-booking service for taxis, minivans and executive cars. It disrupts the traditional on-demand taxi industry by providing all-inclusive, transparent rates up front before you book. Cabforce has a network of safe, certified taxi providers across Europe. You can book online at www.cabforce.com, on the free iPhone app, and through several travel industry partnerships with travel agencies and airlines.",eCommerce,Finland,$1.70M,N/A
TrueFacet,Seed VC,$1.70M,02/11/2015,N/A,"TrueFacet is the trusted destination to discover, buy, and sell new and certified pre-owned diamond jewelry, colorstone jewelry, and watches online. TrueFacet offers buyers and sellers value by credibility, price, and quality through a trusted appraisal and QA process.",eCommerce,United States,$14.82M,N/A
"C
ChartSpan Medical Technologies",Seed - II,$1.70M,02/27/2015,N/A,"ChartSpan Medical Technologies is a healthcare technology company specializing in patient engagement technology and medical managed services. The company's platform enables patients to manage healthcare records and information, from any doctor.",Internet Software & Services,United States,$38.65M,N/A
BoardOnTrack,Seed VC,$1.70M,03/12/2015,N/A,"BoardOnTrack provides expertise, training, web-based tools and a membership community to improve the nation's public school system.",Internet Software & Services,United States,$1.95M,N/A
LoanHero,Seed,$1.70M,06/09/2015,N/A,"LoanHero has developed a lending platform providing a financing option for the consumer, merchant and lender at the point of sale. Through the integration of strategic lending partners in combination with a unique balance sheet/peer-to-peer structure, LoanHero is able to offer the most competitive loan product available for all levels of credit through one streamlined platform. LoanHero empowers merchants and lenders alike to become a Hero to the consumers they serve.",eCommerce,United States,$25.18M,N/A
PlateJoy,Seed VC - II,$1.70M,04/29/2015,N/A,"PlateJoy creates a uniquely personal experience for each user by curating delicious meal options for their weekly menus based on health goals, lifestyle and dietary preferences. Users select breakfast, lunch, dinner, snack and dessert choices for the week. Online grocer partners (currently Whole Foods and Peapod) deliver the necessary ingredients to prepare these meals to the customer's doorstep. PlateJoy sends along beautiful, step-by-step recipe infographics with visual instructions for preparing each meal. Breakfast and lunch are ready in under 10 minutes and dinners in under 30.",eCommerce,United States,$2.12M,N/A
Better Weekdays,Seed VC,$1.70M,05/13/2015,N/A,"Better Weekdays is a software development company that develops and operates The Whether, a mentorship-based social network designed to help companies find, hire, and retain diverse talent. The company also offers an inbound recruiting platform that powers brand-driven campus hiring.",Internet Software & Services,United States,$4.35M,N/A
Vettery,Angel,$1.70M,06/11/2015,N/A,Vettery is a trusted hiring marketplace that connects the top tech and business talent with companies by using machine learning and real-time data.,Internet Software & Services,United States,$10.70M,N/A
Goodworld,Seed VC,$1.70M,07/07/2015,N/A,"Goodworld activates social media for viral giving campaigns. It makes donating as easy as writing a comment or post on Facebook or sending a Twitter tweet. This removes the barriers to donating, enabling impulse giving, and makes sharing effortless as donations travel virally through social networks.",Internet Software & Services,United States,$4.40M,N/A
Sportlogiq,Seed VC,$1.70M,07/15/2015,N/A,"Sportlogiq is Sport's Sharpest Edge. We use cutting-edge AI technology to produce sports data and performance insights. These insights provide an edge to teams, leagues, media organizations, betting operators, and rights holders of all sizes. Sportlogiq partners with professional sports teams from around the world, including NHL, NFL and MLS teams, and broadcast networks. We are the Official Data Partner of the Swedish Hockey League, the Official Insights Partner of the Canadian Premier League, and the Official Statistics Partner of the National Lacrosse League.",Internet Software & Services,Canada,$7.20M,N/A
1DocWay,Seed VC - II,$1.70M,07/23/2015,N/A,1DocWay provides an online healthcare delivery network that connects underserved patient populations with online and in-person psychiatry resources.,Internet Software & Services,United States,$1.73M,N/A
WUZZUF,Series A,$1.70M,08/26/2015,N/A,"WUZZUF, operated by BasharSoft, is an online recruitment platform and job-matching service that produces real-time recommendations for employers and job seekers. Simulating a human recruiter, WUZZUF screens applicants, matches them to relevant job openings, and enables communication between employers and job seekers.",Internet Software & Services,Egypt,$11.70M,N/A
NoviCap,Seed VC,$1.70M,09/21/2015,N/A,"NoviCap is a tech-driven, customer-centric invoice finance platform. The company aims for speedy customer onboarding, instant risk assessment and pricing, and a generally superior user experience.",eCommerce,United Kingdom,$3.01M,N/A
"S
Savvy",Seed VC,$1.70M,09/29/2015,N/A,"Wisdom Collective, dba Savvy, offers an easy way to teach online. Teach anyone, anywhere with simple scheduling, elegant video chat, and automatic payments.",Internet Software & Services,United States,$1.70M,N/A
TruOptik,Seed VC,$1.70M,10/01/2015,N/A,"Tru Optik leverages a large census-level proprietary dataset of cookie-less digital media consumption to provide digital audience measurement and end-to-end ad targeting solutions to entertainment and media companies, as well as millennial and multicultural brands.On October 1, 2020 Tru Optik was acquired by TransUnion. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$15.89M,N/A
"D
DashBid Media",Seed VC - III,$1.70M,10/09/2015,N/A,"DashBid is an online video advertising technology for publisher's (ex. MTV, CNN, Hulu), providing each publisher a Private Real-Time Bidding Marketplace for advertisers to buy direct, internal Ad Sales Tools to help a publisher's Ad Sales Team sell better, and an Ad Optimizing SWAT platform which centrally manages multiple 3rd party ad technologies, such as open ad networks and ad exchanges, increasing overall fill rates and CPMs.",Internet Software & Services,United States,$6.43M,N/A
ROIKOI,Seed,$1.70M,10/12/2015,N/A,"Plato Labs, dba ROIKOI, delivers an employee referral software allowing automated employee onboardings resulting in diverse hires.On April 23rd,2020, ROIKOI was acquired by Terminal. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$1.75M,N/A
"A
Aiforia",Seed,$1.70M,10/20/2015,N/A,"Aiforia’s AI and image analysis software equips pathologists and scientists in preclinical, academic, and clinical labs with cloud-based technology to advance their image analysis tasks and workflows.",Internet Software & Services,Finland,$25.37M,N/A
Nuzzel,Seed - II,$1.70M,11/19/2015,N/A,Nuzzel offers a platform that provides a stream of links of news from people followed on Twitter and Facebook.,Internet Software & Services,United States,$5.10M,N/A
SketchDeck,Series A,$1.70M,12/14/2015,N/A,SketchDeck is a convenient design service delivered by a marketplace of freelancers. With its initial focus on presentation design the company has worked with hundreds of businesses from startups through to multi-nationals.,Internet Software & Services,United States,$2.22M,N/A
Springboard,Seed VC,$1.70M,12/16/2015,N/A,"Springboard offers online courses and mentor-based learning in data science, UX design, digital marketing, and other economy fields where the demand for talent exceeds supply. Springboard students receive one-on-one mentorship and individualized career counseling.",Internet Software & Services,United States,$43.81M,N/A
SyndicateRoom,Angel,$1.70M,05/01/2015,N/A,SyndicateRoom is an online equity crowdfunding platform that allows its members to co-invest in exciting companies with seasoned investors.,eCommerce,United Kingdom,$6.20M,N/A
Orthodidacte,Seed VC,$1.70M,03/03/2015,N/A,"Orthodidacte, created by Zeugmo, is a new approach to learning spelling and grammar for the French language. The platform continuously measures a user's progress and offers a wide selection of courses tailored to their level and interests.",Internet Software & Services,France,$1.70M,N/A
"D
DINING CODE",Series A,$1.70M,12/23/2015,N/A,"DINING CODE (다이닝코드) is an online restaurant guide and review platform that allows users to search for the best places to eat. Unlike many other restaurant review platforms, it accumulates data from popular food blogs, and allows users to crosscheck the reviews without going to another search engine.",Internet Software & Services,South Korea,$2.78M,N/A
mmuze Technologies,Seed VC,$1.70M,02/01/2015,N/A,"mmuze Technologies (pronounced ""muse"") brings the advantages of an in-store representative to online retailers, using artificial intelligence and NLU (Natural Language Understanding) for a conversational, virtual shopping assistant.",Internet Software & Services,Israel,$2.70M,N/A
"G
Green Energy Navi",Series C,$1.70M,02/18/2015,N/A,"Provider of a marketplace that matches solar power solutions to consumers’ energy requirements. The company's Web portal offers user reviews and cost estimates for comparison and selection of solutions from multiple vendors. It aims to help users to find the optimal solar power installation, and make the transition to solar power solutions.",eCommerce,Japan,$1.74M,N/A
"M
miil",Series B,$1.70M,02/16/2015,N/A,Provider of smartphone apps and Web services. The company offers a social network service (SNS) through food pictures. Its platform is designed to allow users to upload food photos and communicate with others. It also works with food manufacturers and plans to start to post video ads on the portal.,Internet Software & Services,Japan,$4.69M,N/A
"S
Sway Mobile",Series A,$1.70M,12/31/2015,N/A,Provider of mobile games. The company develops mobile games for both iOS and Android platforms.,Internet Software & Services,United States,$1.70M,N/A
"P
Profility",Series A,$1.69M,05/08/2015,N/A,"Profility's engine is built to process data generated from millions of individuals in an 'evolutionary process' which optimizes similarity functions and discovers. Profility's team of experts specialize in areas such as multi-dimensional, real-time, data matching technology, decision analysis and predictive modeling, Geriatrics and Gerontology, and Business Management, and all have years of proven success in their various fields of expertise.",Internet Software & Services,United States,$1.69M,N/A
"O
Origin Games",Series A,$1.69M,09/16/2015,N/A,Provider of online games. The company offers online massively multiplayer online role-playing games (MMORPG). The games are also available on mobile devices.,Internet Software & Services,South Korea,$2.27M,N/A
"S
Saltlab",Seed VC,$1.69M,09/30/2015,N/A,Developer of a FPS (First Person Shooting) mobile game. The company develops a mobile interface of PvE (Player VS Environment) combining with PvP (Player VS Player) solution for shooting game.,Internet Software & Services,South Korea,$37.53M,N/A
3TEN8,Seed - II,$1.68M,04/15/2015,N/A,"3TEN8 has simplified wireless network monitoring and operations from the ground up because engineers should spend more time improving customer experience and less time searching out problems in UNIX command-line interface. 3TEN8s software integrates directly into the infrastructure of carriers networks with the ability to drive reporting and real-time and predictive analytics, empowering engineers to track, report and manipulate network data and ultimately help the network learn.",Internet Software & Services,United States,$3.96M,N/A
Levelset,Seed VC - II,$1.68M,08/14/2015,N/A,"Levelset helps contractors and suppliers get payment under control. Contractors and suppliers connect on Levelset's cloud-based platform to make payment processes stress-free. Users easily exchange payment documents like lien waivers, pay applications, and preliminary notices. They see a complete picture of who is on their job, and are empowered with the resources and knowledge they need to be confident in payment.On September 22nd, 2021, Levelset was acquired by Procor at a valuation of $500M. Procore agreed to acquire Levelset for a purchase price of approximately $500 million, which consisted of approximately $425 million in cash, subject to customary adjustments for working capital, transaction expenses, cash and indebtedness, and approximately $75 million in Procore common stock.",Internet Software & Services,United States,$48.65M,N/A
"M
MagicStay.com",Seed - II,$1.68M,09/29/2015,N/A,"MagicStay is a French alternative accommodation booking website, created to meet the requirements of the business trip and available to all those who wish to travel serenely.",eCommerce,France,$9.21M,N/A
"L
Litium",Series A,$1.67M,10/01/2015,N/A,Provider of a cloud-based e-commerce platform. The company's platform is designed to be used by large and medium-sized businesses in order to help increase sales. It is aimed at both both business-to-consumer (B2C) and business-to-business (B2B) sales. The platform includes content publishing and management software designed to enable businesses to optimize and integrate e-commerce-related Web site and Intranet content. It also offers Web and mobile application development services.,eCommerce,Sweden,$2.27M,N/A
Zervant,Seed VC,$1.66M,03/04/2015,N/A,"Zervant is an online invoicing software that gives plenty of options in a simple format. Bill tracked hours, sold products, expenses, mileage, and more with a single click.On September 2nd, 2021, Zervant was acquired by Ageras Group. Terms of the transaction were not disclosed.",Internet Software & Services,Finland,$15.25M,N/A
Malt,Seed VC - II,$1.66M,05/21/2015,N/A,"Malt is a freelancer marketplace that gives companies a way to find contractors locally. It provides a way for developers, data scientists, designers, project managers and others working in related fields to connect with fixed-term job opportunities in their fields.",eCommerce,France,$134.89M,N/A
Easy Metrics,Series A - II,$1.66M,06/09/2015,N/A,"Easy Metrics is a cloud-based business application that gives companies detailed cost and performance metrics on their employees, customers and processes. Easy Metrics can interface with most any activity tracking system, whether electronic or manual, and compile that information into cost and performance metrics. Now, managers can have near real-time metrics on where and how their employees' costs are being spent which can result in higher levels of productivity and lower costs.",Internet Software & Services,United States,$6.34M,N/A
OpenDataSoft,Seed VC,$1.66M,07/02/2015,N/A,"OpenDataSoft develops a turnkey SaaS platform designed for smart and easy transformation of all types of data into innovative services (APIs, data visualizations, real-time monitoring). Its mission: make it easier for business users to publish, share and reuse data.",Internet Software & Services,France,$7.10M,N/A
Kuldat,Series A,$1.66M,07/06/2015,N/A,"Kuldat provides a big data marketing and sales platform for users to understand and find customers. It allows companies to create sales pitch for their products and services, know in advance their clients' needs and perceptions before launching a new product or service, get access to data on the needs contained in relevant messages published on the web, monitor what competitors are doing in terms of product launches, marketing campaigns, events, and commercial offers.",Internet Software & Services,United States,$1.66M,N/A
"B
BlueStrata EHR",Seed VC,$1.66M,08/20/2015,N/A,"BlueStrata EHR is a Software as a Service (SaaS) model EHR software platform developed for the Long Term Care industry that integrates clinical, financial and point of care services. Through its unique design, BlueStrata EHR is the most comprehensive clinical and billing system in the industry.",Internet Software & Services,United States,$1.66M,N/A
Smiile,Seed,$1.66M,11/26/2015,N/A,"Smiile is an online platform to find and share things and events happening in the user's neighborhood. It acts as a virtual bulletin board, facilitating exchanges, group purchases, group activities, carpooling, community gardens, and more.",Internet Software & Services,France,$3.27M,N/A
DefenseStorm,Angel,$1.65M,03/02/2015,N/A,"DefenseStorm provides cybersecurity and cybercompliance solutions specifically built for banking to achieve and maintain cyber safety and soundness. The DefenseStorm GRID™ is a co-managed, cloud-based and compliance-automated solution, operating as a technology system and as a service supported by specialists in FI security and compliance.",Internet Software & Services,United States,$46.20M,N/A
TripleMint,Seed VC,$1.65M,04/30/2015,N/A,"TripleMint is a technology-enabled real estate brokerage that helps users buy, sell and rent homes. The service connects clients directly to broker databases through a map-based search site and allows them to manage transactions online.",Internet Software & Services,United States,$8.17M,N/A
"L
LiquidPractice",Seed VC - III,$1.65M,05/15/2015,N/A,"LiquidPractice, dba Attached Apps, aims to transform business software. Users can deploy core business applications with all the advantages and convenience of modern apps. The company's Apps draw from the power of Office 365 and deliver the best of both worlds -- robust Microsoft cloud infrastructure combined with a terrific user experience.",Internet Software & Services,United States,$2.95M,N/A
