Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"F
firstAI",Seed - II,$2.39M,01/11/2018,N/A,"firstAI, formerly Syndicated Loan Direct, provides transactional research for the syndicated loan industry, serving banks, law firms, asset managers and PE firms.",Internet Software & Services,United States,$2.53M,N/A
"A
Air Affaires",Seed,$2.39M,11/29/2018,N/A,Air Affaires is developing a collaborative network of private aircraft rentals that will allow companies to easily organize trips at a lower cost.,Internet Software & Services,France,$2.39M,N/A
"F
FUNDBOARD",Series A,$2.39M,12/04/2018,N/A,"FUNDBOARD, part of Kepple Group, is a financing platform that connects startups to angel investors & VC firms.",eCommerce,Japan,$3.38M,N/A
"E
eHello World",Seed,$2.38M,04/04/2018,N/A,eHello World (云海螺英语 / 云海螺教育) is an online education platform that offers 1-on-1 conversational English tutoring lessons via interactive videos.,Internet Software & Services,China,$2.38M,N/A
"1
100doc",Seed - II,$2.38M,04/05/2018,N/A,100doc is a SaaS cloud platform that provides remote medical and healthcare video meeting and marketing services.,Internet Software & Services,China,$2.38M,N/A
"7
720yun.com",Seed VC,$2.38M,04/20/2018,N/A,"720yun.com (北京微想科技 / 720云全景) is an online panoramic image production and sharing platform. The free, easy-to-use, and fast platform offers online editing tools, artwork display, and distribution.",Internet Software & Services,China,$2.38M,N/A
"T
Tianjishuju",Seed VC,$2.37M,01/17/2018,N/A,"Tianjishuju (天机数据) has developed a platform that integrates big data acquisition, analysis and visualization to provide users with business-oriented big data solutions. The company's technology can be used for analyzing corporate CRM, financial systems, supply chain, logistics systems, and more.",Internet Software & Services,China,$2.37M,N/A
"G
Gooody Entertainment",Series A,$2.37M,02/23/2018,N/A,"Gooody Entertainment (谷游科技) is a developer of cross-platform games for web-based, PC-based, and mobile phone platforms.",Internet Software & Services,China,$2.37M,N/A
WaiJiaoYi,Seed VC,$2.37M,03/07/2018,N/A,"WaiJiaoYi (外教易) offers online English tutoring services given by foreign teachers, provided to public schools and private tutoring centers all over China.",Internet Software & Services,China,$7.14M,N/A
Indexima,Seed VC,$2.37M,05/15/2018,N/A,Indexima allows business analysts immediate access to their company's data using real-time analytics solutions.,Internet Software & Services,France,$2.37M,N/A
"L
LINK International",Angel,$2.37M,12/11/2018,N/A,"LINK is an Auckland, New Zealand-based business brokerage firm.",eCommerce,New Zealand,$4.52M,N/A
Faveeo,Series A,$2.36M,02/02/2018,N/A,"Faveeo is a research and discovery tool that aims to take the hard work out of high level research. By providing high quality context to users' queries, Faveeo guides them into building advanced queries that combine the proper sources and keywords.",Internet Software & Services,Switzerland,$3.57M,N/A
"S
Shouxing Tech",Seed,$2.36M,05/10/2018,N/A,Shouxing Tech (一订有车 / 首行科技) is a car B2B trading platform.,eCommerce,China,$2.36M,N/A
"N
Neural Pocket",Series A,$2.36M,08/20/2018,N/A,"Neural Pocket (TYO: 4056) provides various AI analysis tools to clients in the apparel industry, with solutions including image analysis, fashion trend prediction, merchandising optimization, and In-store efficiency improvement. The company's products help clients to improve shopper experience, increase revenue, and eliminate unnecessary costs.",Internet Software & Services,Japan,$7.72M,N/A
GiveGab,Series A - III,$2.36M,08/21/2018,N/A,"GiveGab is a social network dedicated to helping volunteers and nonprofit organizations interact, on a local level, in their communities. The company's goal is to create a fun yet effective online environment that encourages real-world volunteer hours, donations, and social interactions.On April 16th, 2021, GiveGab was acquired by EveryAction. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$16.10M,N/A
Sana Benefits,Seed,$2.36M,12/12/2018,N/A,Sana Benefits' Software as a Service (SaaS) platform provides small-to-medium sized businesses access to benefit plans for their employees.,Internet Software & Services,United States,$47.44M,N/A
"A
Abtrace",Seed,$2.36M,11/27/2018,N/A,Abtrace offers a digital healthcare platform that aims to help with earlier diagnosis through the use of machine learning.,Internet Software & Services,United Kingdom,$5.24M,N/A
"M
Multiply",Seed VC,$2.35M,06/06/2018,N/A,"Multiply provides interactive, adaptive personalized financial plans with specific product recommendations across a user's entire financial world: savings, investments, protection and mortgages.",Internet Software & Services,United Kingdom,$2.36M,N/A
"E
E Jianzhi",Seed,$2.35M,05/25/2018,N/A,E Jianzhi (e兼职) is a part-time job information provider for college students.,Internet Software & Services,China,$2.35M,N/A
Talent Clue,Series A,$2.35M,09/25/2018,N/A,"Talent Clue has built a recruiting software solution that it sells to corporates and multinationals to help them post a job offer on multiple sites and to retrieve all candidates automatically in a single platform. Prices range from 49 to 149 euros per month, depending on the number of active job postings.",Internet Software & Services,Spain,$6.32M,N/A
"L
Liangzhi Data Technology",Series A,$2.34M,06/13/2018,N/A,"Liangzhi Data Technology (量知数据科技) specialiezes in big data cognitive computing and business intelligence services and is a solution provider for enterprises intelligence, financial technology, smart cities and so on.",Internet Software & Services,China,$2.34M,N/A
"D
Dr. Banner",Seed,$2.34M,06/25/2018,N/A,"Dr. Banner is an all-in-one platform that allows brands to plan, launch, and optimize hyper-targeted online advertising campaigns. It allows the user to create multiple banners in a few clicks, edit them to feature individual point-of-sale information, set a custom broadcast area, and launch programmatic display campaigns on mobile and desktop, all in a matter of minutes and with no minimum investment.",Internet Software & Services,France,$2.34M,N/A
AGORA images,Series A,$2.34M,07/17/2018,N/A,AGORA images operates an online marketplace to purchase digital images.,eCommerce,Spain,$3.08M,N/A
Hubstairs,Seed,$2.34M,09/21/2018,N/A,Hubstairs has developed a 3D modeling solution for home furnishing and decoration. The company offers an online service aimed at individuals and real estate professionals that helps users accelerate the sale of home goods and furnish their new homes.,Internet Software & Services,France,$7.24M,N/A
Dorsata,Seed VC - II,$2.40M,04/18/2018,N/A,"e-bot7 offers a low-code conversational AI platform that allows companies to improve the efficiency of customer service operations by integrating artificial intelligence throughout various channels. On July 20, 2021, e-bot7 was acquired by LivePerson. The terms of the transaction were not disclosed.",Internet Software & Services,Germany,$8.60M,N/A
Packhelp,Seed VC - II,$2.33M,06/05/2018,N/A,"Packhelp is a Polish company that specializes in low-cost, one-off printed boxes. Users can design and see their boxes with 3D visualizations before purchasing, and order in small quantities.",eCommerce,Poland,$68.06M,N/A
Realxdata,Seed VC,$2.33M,06/26/2018,N/A,Realxdata specializes in big data analysis for the real estate market - and helps to determine the value of portfolios.,Internet Software & Services,Germany,$7.87M,N/A
"Y
Yesitis",Seed VC,$2.33M,07/12/2018,N/A,"Yesitis specializes in the traceability and identification of goods, objects and people and offers the necessary services to fight fraud, improve customer relations, increase traceability and industrial efficiency.",Internet Software & Services,France,$12.12M,N/A
Flipdish,Seed VC,$2.33M,07/13/2018,N/A,"Flipdish builds apps, websites and online ordering platforms for restaurants. It also provides data services to help clients understand customer behavior.",eCommerce,Ireland,$56.34M,N/A
"X
Xiaobu Reading",Seed,$2.33M,08/17/2018,N/A,Xiaobu Reading (小步读书) is a reading platform for children and parents.,Internet Software & Services,China,$2.33M,N/A
"R
Rota",Series A,$2.33M,10/22/2018,N/A,"Rota uses an app powered by algorithms to match experienced hospitality staff to jobs in restaurants, hotels, and catering companies.",Internet Software & Services,United Kingdom,$8.76M,N/A
"B
Bigpicture Interactive",Series A,$2.32M,05/09/2018,N/A,"Bigpicture Interactive is a digital entertainment company that provides content specialized for the eSports gaming experience. The company offers Gamecoach, an eSports instructional platform that fosters amateurs into professional gamers. Its GameCoach Academy lets users take courses from pro gamers for titles such as Overwatch, League of Legends, Fifa 3, and Hearthstone. In addition, Bigpicture Interactive operates Element Mystic, a professional eSports club; Allforgamer, a comprehensive platform which provides a diverse range of gaming service all-in-one, from subscription to payment; VersusOn, a game tournament platform for game publishers who wish to open and promote their on-line and off-line tournaments; and GCL (Game Culture Leader), a channel for esports and gaming video con...",Internet Software & Services,South Korea,$11.40M,N/A
Zenaton,Seed VC,$2.32M,06/18/2018,N/A,Zenaton provides technical teams with the tools they need to easily create advanced business processes using a powerful hosted workflow engine.,Internet Software & Services,France,$2.32M,N/A
Content Insights,Series A,$2.32M,06/27/2018,N/A,"Content Insights is developing a data analysis tool offering a set of innovative metrics for proper evaluation of online content.On May 19, 2020, Content Insights merged with SmartOcto. Terms of the transaction were not disclosed.",Internet Software & Services,"Serbia, Republic of",$3.56M,N/A
Influence4you,Series A,$2.32M,07/03/2018,N/A,"Influence4you is a native social advertising agency dedicated to YouTubers, Instagrammers, Snapchatters, and other influencers.",Internet Software & Services,France,$3.42M,N/A
RightCapital,Series A,$2.32M,08/22/2018,N/A,"RightCapital, founded in 2015, is a developer of financial planning software that advisors can use to simplify the financial planning experience for clients.",Internet Software & Services,United States,$4.00M,N/A
Simplis,Seed,$2.32M,09/10/2018,N/A,"Simplis is a French supplier of digital insurance products aimed at serving the self-employed.On October 6th, 2021, Simplis was acquired by Odealim. Terms of the transaction were not disclosed.",Internet Software & Services,France,$2.32M,N/A
Hull,Seed VC - II,$2.32M,11/05/2018,N/A,"Hull provides a customer data platform that enables sales and marketing teams to manage, view, and safely sync the customer data between the tools they use every day, such as Salesforce, Hubspot, Intercom, and Mailchimp, and out to other tools such as advertising networks like Facebook Custom Audiences and collaboration tools like Slack.On March 30th, 2021, Hull was acquired by MessageBird. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$4.94M,N/A
"S
Style Port",Series A,$2.32M,02/13/2018,N/A,"Style Port is the developer of ROOV, an Internet VR platform that helps real estate agents to advertise and enables users to visualize the interior of a property. The platform offers walkthroughs, furniture placement simulation, indoor measurement, and more.",Internet Software & Services,Japan,$9.71M,N/A
Cinchy,Seed VC,$2.31M,10/09/2018,N/A,Cinchy offers a solution for application-specific databases by building a secure on-premise cross-application data network.,Internet Software & Services,Canada,$10.17M,N/A
"L
Lumo",Seed VC,$2.30M,01/31/2018,N/A,Lumo provides a consumer-facing service that alerts travelers to potential travel disruptions and helps them identify alternative itineraries.,Internet Software & Services,United States,$3.03M,N/A
JScrambler,Seed VC - II,$2.30M,03/05/2018,N/A,"Jscrambler, previously known as AuditMark, specializes in web security to protect web and mobile applications. Its flagship product Jscrambler is a provider of JavaScript Application Security and is a client-side RASP solution to make apps self-defensive and resilient to tampering and reverse-engineering.",Internet Software & Services,Portugal,$18.30M,N/A
RateX,Seed VC,$2.30M,03/07/2018,N/A,RateX is a free browser extension that automatically provides shoppers with the lowest exchange rate at no transaction fee for overseas purchases through e-commerce platforms. It also allows users to automatically apply coupon codes of choice upon checkout.,Internet Software & Services,Singapore,$2.30M,N/A
ClassWallet,Seed VC - III,$2.30M,03/09/2018,N/A,"ClassWallet, formerly Kleo, provides a web-based spend management tool designed for the vast educational market. Schools nationwide currently use the platform to automate processes for transactions for over 63,000 teachers and principals. ClassWallet's consolidated platform includes a virtual wallet, integrated commerce marketplace, reimbursement management, declining balance reloadable debit card, and integrated crowdfunding powered by GoFundMe.",Internet Software & Services,United States,$7.46M,N/A
"C
Comet",Seed VC,$2.30M,04/05/2018,N/A,"Comet provides a self-hosted and cloud-based meta machine learning platform allowing data scientists and teams to track, compare, explain, and optimize experiments and models.",Internet Software & Services,United States,$70.17M,N/A
Viewpath,Seed VC,$2.30M,05/22/2018,N/A,Viewpath is a project management technology company. Viewpath is a software-as-a-service solution that integrates with the Salesforce customer relationship management and ServiceMax work order platforms.,Internet Software & Services,United States,$3.18M,N/A
riminder,Angel,$2.30M,05/25/2018,N/A,riminder a talent detection solution that uses deep learning in order to provide the user with predictions and smart analytics.,Internet Software & Services,France,$2.30M,N/A
Luko,Seed,$2.30M,05/29/2018,N/A,"Luko offers home insurance through an online platform. The company aims to circumvent the need to make a claim in the first place using sensors, data, and machine learning.",Internet Software & Services,France,$84.44M,N/A
For Days,Seed VC,$2.30M,06/01/2018,N/A,"For Days is a basics apparel brand that aims to reduce the amount of textile waste created annually by offering organic, zero waste and recyclable clothing.",eCommerce,United States,$5.10M,N/A
"E
e-bot7",Series A,$2.30M,06/05/2018,N/A,"AmazingCo provides a platform allows users to plan special events and outings online. AmazingCo now allows users to search through different experiences and outings, from 'wine nights' for couples to 'home cook nights' for families, with its offerings determined by the data. Once a customer has made their selection, they will be connected to a concierge who will help them manage the outing or event and its logistics.",Internet Software & Services,Australia,$5.81M,N/A
Krome Photos,Seed VC,$2.30M,06/14/2018,N/A,Krome Studio is a service that transforms special moments captured on smartphone into treasured memories via convenient and affordable access to professional editors.,Internet Software & Services,United States,$2.88M,N/A
Datagran,Seed VC,$2.30M,07/11/2018,N/A,Datagran is using machine learning and AI to develop a toolkit which enables users to develop top marketing strategies and optimize their digital advertising budget across multiple channels.,Internet Software & Services,United States,$2.35M,N/A
Edmit,Seed VC,$2.30M,07/31/2018,N/A,"Edmit provides personalized, transparent pricing, and earnings data on colleges, helping families better evaluate their options and make well-informed decisions about their college investment. Edmit's proprietary software calculates tuition estimates that are personalized to each student, and a financial fit score that takes into account a college's affordability, value, and post-graduation earnings.On May 27th, 2021, Edmit was acquired by Vemo Education. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$3.16M,N/A
Housfy,Series A,$2.30M,09/04/2018,N/A,Housfy is a Spain-based online real estate platform. Housfy is dedicated to buying and selling homes without agency commissions.,Internet Software & Services,Spain,$26.20M,N/A
Jammber,Angel,$2.30M,09/12/2018,N/A,"Jammber is a Chicago-based B2B SaaS company with a focus on tbe music and entertainment industry. The company has developed the Jammber Bridge, a music project management tool for creatives that manages the entire creative production process, notifying collaborators when tasks are completed or due, tracks credits and payments, creates metadata and allows collaborators to sign off digitally on important paperwork.",Internet Software & Services,United States,$4.50M,N/A
"M
Mowarrid",Seed,$2.30M,08/07/2018,N/A,Mowarrid is an online platform that connects supermarkets with their suppliers fast-moving consumer goods companies (FMCG).,eCommerce,Egypt,$2.30M,N/A
Hello Customer,Angel - III,$2.30M,11/07/2018,N/A,Hello Customer is a cloud-based customer experience software that enables enterprises to capture feedback from all of their customers at the specific touchpoints they define; engage with customers individually or automatically; receive smart reports for their brand and departments; and analyze customer insights in CRM.,Internet Software & Services,Belgium,$8.81M,N/A
DUST Identity,Seed VC,$2.30M,11/14/2018,N/A,"DUST Identity is the creator of the Diamond Unclonable Security Tag (DUST), a technology utilizing nanoengineered diamonds to create an unclonable identity layer on any object. DUST Identity is a supply-chain solution that ensures that trusted data and verifiable products are used and traced across their full lifecycle.",Internet Software & Services,United States,$12.30M,N/A
Educative,Seed VC,$2.30M,11/14/2018,N/A,"Educative provides training, programme development, and change management solutions to corporate, non-profit, and educational sectors.",Internet Software & Services,United States,$14.97M,N/A
"E
Elium Tech",Seed VC,$2.30M,11/21/2018,N/A,Elium is an advertising platform that enables buyers to orchestrate all of their campaigns through API-level integrations.,Internet Software & Services,France,$2.30M,N/A
Intelage,Seed VC,$2.30M,12/14/2018,N/A,"Intelage is a cloud-based global trade management (GTM) and logistics platform that brings together trade suppliers, buyers, and partners to create, track, and manage trades all from within a single application.",Internet Software & Services,United States,$11.09M,N/A
"N
Nalo",Angel,$2.30M,12/17/2018,N/A,"Nalo is a personal investment management platform. With Nalo, users subscribe to a life insurance policy into which their investments are made.",Internet Software & Services,France,$2.30M,N/A
OrbCare,Seed VC,$2.30M,10/12/2018,N/A,"OrbCare develops technology that changes the paradigm of how healthcare is delivered. OrbCare's cloud-based platform streamlines the healthcare delivery process by connecting health professionals, physicians, caregivers and patients. Its browser-based responsive design allows access to the information needed at any time on any device.",Internet Software & Services,Canada,$2.30M,N/A
"S
Stravito",Seed VC,$2.30M,04/17/2018,N/A,Stravito developed a software tool that helps employees at major consumer goods companies find and share key market information and datapoints.,Internet Software & Services,Sweden,$23.45M,N/A
"A
ADDI",Seed VC,$2.30M,09/01/2018,N/A,"ADDI is a tech company focused on credit solutions. It partners with e-commerce companies across Latin America, offering loans to customers who browse through their stores. ADDI offers a solution to customers that want to pay in installments with more favorable conditions and also allows a safe cash flow for online retailers by performing an AI risk analysis on each borrower.",Internet Software & Services,Colombia,$169.80M,N/A
"O
Okadoc",Seed,$2.30M,05/01/2018,N/A,"Okadoc offers a telemedicine platform that enables virtual consultations and connects patients to a large network of doctors and healthcare providers across the country. It also offers a medical calendar system that helps practitioners, clinics, and hospitals optimize bookings, attract and engage new patients, reduce ""no-shows"", and more.",Internet Software & Services,United Arab Emirates,$12.30M,N/A
"C
Claim Genius",Seed,$2.30M,01/01/2018,N/A,"Claim Genius provides insurance carriers, auto salvage firms, and recyclers with an integrated AI damage estimation platform. Using Claim Genius's patent-pending image analysis and predictive analytics tools, carriers can now provide instant damage estimates and rapid processing of claims based on uploaded accident photos from its mobile app.",Internet Software & Services,United States,$13.85M,N/A
Joint Academy,Seed VC - II,$2.29M,05/16/2018,N/A,"Joint Academy connects patients with licensed Physical Therapists to deliver chronic joint pain treatment online. The treatment is based on a clinically validated face-to-face treatment without the use of medications or surgery. Instead, the treatment includes support from a personal Physical Therapist, individualized exercises, interactive education, and tracking tools – and to make it more efficient, Joint Academy digitized the process. The intersection of digital treatment and data science opens up to new possibilities of treating patients in a sustainable and more personal way.",Internet Software & Services,Sweden,$34.29M,N/A
JobUFO,Seed VC,$2.29M,10/08/2018,N/A,JobUFO is a human resources software that simplifies the application process and optimizes communication between applicants and employers. JobUFO enables its users to make personalized video applications.,Internet Software & Services,Germany,$2.29M,N/A
Shopopop,Series A,$2.29M,10/08/2018,N/A,Shopopop facilitates the delivery of groceries and parcels between individuals.,eCommerce,France,$7.37M,N/A
Landbay,Angel - V,$2.28M,04/19/2018,N/A,Landbay operates a digital platform for mortgage finance and opportunities for institutions that want to invest directly into buy-to-let mortgages.,eCommerce,United Kingdom,"$1,241.97M",N/A
"S
SoundEMS",Seed VC,$2.28M,06/26/2018,N/A,SoundEMS (闪电配音) is a provider of dubbing technology for contents.,Internet Software & Services,China,$2.28M,N/A
"T
Touken Technology",Seed,$2.28M,06/27/2018,N/A,Touken Technology is dedicated to building a light social user digital asset platform.,Internet Software & Services,China,$2.28M,N/A
"T
Talao",Seed,$2.28M,08/10/2018,N/A,"Talao is a talent on-demand market with a fully decentralized, block chained based, platform. It has access to a panel of companies looking for expertise, enabling them to benefit from smart contract-based payments, and allow them to build a strong community- based reputation.",Internet Software & Services,France,$2.28M,N/A
"C
Contentflow",Seed VC,$2.28M,10/29/2018,N/A,"Contentflow is a SaaS solution for professional channel independent video live-streaming / Livestreaming / Livestreams for events, content and shows.",Internet Software & Services,Germany,$2.71M,N/A
Sellpy,Series A,$2.27M,05/23/2018,N/A,"Sellpy is a Stockholm, Sweden-based company operating an online marketplace for selling and buying second hand items.",eCommerce,Sweden,$4.34M,N/A
"S
Shift",Seed VC,$2.27M,11/26/2018,N/A,Shift is a distributed on-demand manufacturing network. Shift connects customers who need CNC machine parts with workshops who have spare CNC capacity.,eCommerce,Germany,$2.27M,N/A
"B
BEWE",Series A,$2.27M,12/03/2018,N/A,"BEWE is a complete management software for beauty and wellness centers offering scheduling, accounting, customer database and marketing campaign tools.",Internet Software & Services,Spain,$2.27M,N/A
Modern Health,Seed VC,$2.26M,06/15/2018,N/A,"Modern Health is a mental health benefits platform for employers. The company covers the full spectrum of mental well-being needs through both evidence-based technology and professional support from a coach or therapist. Whether someone wants to proactively manage stress or treat depression, it guides people to the right care at the right time and helps companies save money in engagement and healthcare costs.",Internet Software & Services,United States,$168.06M,N/A
Oyst,Angel,$2.26M,11/26/2018,N/A,Oyst offers eMerchants a technology allowing users to buy in 1 click.,eCommerce,France,$2.26M,N/A
Open Mineral,Seed VC,$2.25M,04/19/2018,N/A,"Open Mineral has developed a platform that will connect and process mines and huts that promote and process raw materials such as copper, zinc, and lead.",Internet Software & Services,Switzerland,$40.65M,N/A
"C
ClearGov",Seed VC - II,$2.25M,05/03/2018,N/A,ClearGov transforms municipal financial statements into easy-to-understand infographics to help citizens better understand how their tax dollars are being put to use.,Internet Software & Services,United States,$7.63M,N/A
PopulStay,Seed VC,$2.25M,07/31/2018,N/A,PopulStay is a Singapore-based decentralized booking and autonomous property management platform for the vacation rental and home sharing economy.,Internet Software & Services,Singapore,$2.25M,N/A
"G
GoExpedi",Seed VC,$2.25M,08/14/2018,N/A,"GoExpedi is a procurement solutions provider offering critical parts and supplies, with complete transparency on price, supplier choice and availability through an online e-commerce platform.",eCommerce,United States,$75.25M,N/A
Openland,Seed VC,$2.25M,08/30/2018,N/A,"Openland is a social network for building friendships, sharing stories, accessing community-curated news, messaging, and more.",Internet Software & Services,United States,$2.37M,N/A
"R
Rever",Seed VC - II,$2.25M,10/31/2018,N/A,"Rever is an online platform that enables a company to engage its employees. Rever engages personnel within the company in accelerating improvement by providing the ability, the motivation and the recognition for implementing improvements at the workplace.",Internet Software & Services,United States,$5.25M,N/A
Lolli,Seed VC,$2.25M,11/14/2018,N/A,Lolli is a bitcoin rewards application that lets people earn and own bitcoin when they shop online.,Internet Software & Services,United States,$20.25M,N/A
Cybersprint,Series A,$2.25M,11/27/2018,N/A,"Cybersprint is a security software company that provides website hack detection and defacement detection solutions to prevent reputational damage. The platform offers asset discovery, asset exploration, protection against phishing websites, and digital risk monitoring.",Internet Software & Services,Netherlands,$3.00M,N/A
"O
OneApp",Angel - II,$2.25M,12/07/2018,N/A,OneApp is an online platform that streamlines the rental search process and saves time and money for both renters and property managers. The platform efficiently matches qualified renters to landlord properties after conducting prudent background/credit checks.,Internet Software & Services,United States,$6.21M,N/A
Jvion,Series A - II,$2.23M,03/08/2018,N/A,"Jvion helps healthcare systems and providers prevent harm and lower costs through its AI-enabled prescriptive analytics solution. The Jvion Machine goes beyond simple predictive analytics to identify patients on a trajectory to becoming high risk and for whom intervention will likely be successful. It determines the interventions that will effectively reduce risk and enable clinical action, and it accelerates time to value by leveraging established patient-level intelligence.",Internet Software & Services,United States,$11.18M,N/A
Ikos,Series A,$2.23M,03/16/2018,N/A,"Ikos develops an adaptive process that connects people with homes, while helping landlords and renters make informed decisions.",Internet Software & Services,United States,$9.18M,N/A
"F
Funding Partner",Series A,$2.23M,12/21/2018,N/A,"Funding Partner is a marketplace where investors can achieve high returns on their investments by borrowing money directly to creditworthy Norwegian companies, and where businesses can provide fast, inexpensive and flexible financing.",eCommerce,Norway,$3.17M,N/A
WeMaintain,Seed,$2.22M,02/14/2018,N/A,WeMaintain is a B2B platform for elevator maintenance that connects technicians with professional property managers.,eCommerce,France,$46.01M,N/A
Påmind,Angel,$2.22M,12/06/2018,N/A,"Påmind has created a product that renegotiates customers' contracts lowering its price each time it is about to expire. This way, companies get a chance to reward loyalty instead of spending money on finding new customers.",Internet Software & Services,Sweden,$4.01M,N/A
Slab,Seed VC,$2.20M,02/06/2018,N/A,"Slab is a team and document management platform that acts as a modern wiki with thoughtful UX, smart search, and integrations that helps teams to find answers faster.",Internet Software & Services,United States,$2.20M,N/A
AirTM,Seed VC,$2.20M,02/09/2018,N/A,AirTM is a low cost way of moving money in local currency to an AirTM cloud-based USD account and vice versa.,Internet Software & Services,Mexico,$25.80M,N/A
Doodhwala,Seed VC,$2.20M,02/23/2018,N/A,"Doodhwala is a subscription-based hyperlocal delivery startup that offers users a wide selection of grocery items, including fresh dairy milk, meat, vegetables, fruits and shelf stable products.",eCommerce,India,$2.20M,N/A
YellowDog,Seed VC,$2.20M,03/14/2018,N/A,YellowDog is a platform for rendering 3D studios and artists.,Internet Software & Services,United Kingdom,$6.30M,N/A
NeuroFlow,Seed - II,$2.20M,03/21/2018,N/A,"Fraud.net offers a unified digital risk management platform that allows companies to extract immediate value and gain transparency, confidence, and clarity. Combining deep learning and collaboration, Fraud.net helps enterprises with high-volume digital transactions eliminate fraud and supercharge their operations with real-time, data-enriched visual analytics.",Internet Software & Services,United States,$10.50M,N/A
AhorroLibre,Series A,$2.20M,03/28/2018,N/A,"AhorroLibre, aka Alibre, is building a social savings network to provide communities in emerging markets with safer, easier, and more transparent access to savings and credit. The company has developed an online platform for community financing that gives consumers and small business owners the power to access savings and credit through their own community.",eCommerce,United States,$2.20M,N/A
TrustX,Seed,$2.20M,04/03/2018,N/A,TrustX is an NYC-based cooperative programmatic advertising marketplace for brand marketers and premium publishers where buyers and sellers can test and measure innovative ad monetization models.,Internet Software & Services,United States,$2.20M,N/A
"P
Parabola Labs",Seed VC,$2.20M,05/22/2018,N/A,"Parabola is a data analytics tool that makes complex ad-hoc analysis easy to create and to consume. The company's dashboard pulls in data from third party sources and custom data sources in a way that decision-makers can understand, and play with.",Internet Software & Services,United States,$10.26M,N/A
"T
Turbo Tenant",Series A,$2.20M,06/06/2018,N/A,"TurboTenant provides online solutions for residential landlords to improve the investment performance of their rental properties. Features include online rental applications, tenant credit and background reports, property listings and automated marketing, and online rent payments. All of these features are free for landlords.",Internet Software & Services,United States,$10.45M,N/A
GAMURS,Series A,$2.20M,06/14/2018,N/A,"Gamurs is a media network allowing gamers to share achievements, keep up to date with esports news, and improve skills. Dot Esports is an online publication and community page covering esports and competitive gaming. The platform offers members breaking news, in-depth coverage of esports personalities and events, and includes an esports database – covering the rankings and stats for all major esports games.",Internet Software & Services,Australia,$5.36M,N/A
"F
Flowspace",Seed VC - II,$2.20M,06/26/2018,N/A,"Flowspace is a logistics platform. The company handles storage, fulfillment, and transportation from a single interface. By using the company’s easy-to-use, cloud-based software platform, brands gain immediate access to hundreds of professionally operated fulfillment centers strategically located throughout the U.S.",Internet Software & Services,United States,$46.52M,N/A
"M
myCOI",Seed - II,$2.20M,05/21/2018,N/A,"myCOI protects businesses from insurance claims and litigation by automating the tedious, day-to-day process of tracking certificates of insurance and verifying compliance for third-party contracts.",Internet Software & Services,United States,$10.38M,N/A
Landbot.io,Seed VC - II,$2.20M,07/19/2018,N/A,Landbot.io enables users to create chatbots for their websites.,Internet Software & Services,Spain,$10.41M,N/A
PractiFI,Series A,$2.20M,08/21/2018,N/A,"PractiFI is a platform for financial services business management. PractiFI provides an array of features including pipeline management, productivity tracking, interactive analytics dashboards, asset and liability insights, recordkeeping, compliance and automation tools.",Internet Software & Services,Australia,$18.50M,N/A
DotAlign,Series A - II,$2.20M,09/06/2018,N/A,DotAlign offers inbox productivity and relationship intelligence for secure corporate environments. DotAlign measures strength of relationships across the firm and infuses that knowledge into day-to-day CRM and Outlook workflows.,Internet Software & Services,United States,$9.17M,N/A
Blockchain Studio,Seed VC,$2.20M,09/07/2018,N/A,"Blockchain Studio offers customer tools to help apply blockchain technology in their businesses without being limited by technical skills. The Blockchain Studio enables staff of an organization to model a process, automatically generate and deploy the corresponding smartcontract on the Blockchain and test it through web interfaces.",Internet Software & Services,France,$2.20M,N/A
Lickd,Series A,$2.20M,02/01/2018,N/A,"Lickd has built a platform to license labels' recordings to online-video creators on YouTube, Facebook and other social services.",Internet Software & Services,United Kingdom,$9.19M,N/A
worxogo,Series A,$2.20M,10/16/2018,N/A,"worxogo is a performance behavior design company. The company has developed Mia, a personal digital coach for employees to improve their performance at work. Mia is an AI engine that uses performance data that exists in organizations currently and nudges employees by assessing the motivations of individual employees on a daily basis.",Internet Software & Services,India,$2.20M,N/A
Pickit,Series A - II,$2.20M,11/27/2018,N/A,"Pickit is a global marketplace for individuals and companies to upload, sell, share, request, or purchase photos. Pickit is fully integrated into PowerPoint, Word, Sway, and Windows 10.",eCommerce,Sweden,$14.67M,N/A
Farmstead,Seed VC - III,$2.20M,12/06/2018,N/A,"Farmstead is a grocery delivery platform that delivers groceries in under an hour. Customers can also schedule the specific day they want their food to arrive. The company uses AI-powered algorithms to predict how much food to order from local sources, which helps reduce waste.",eCommerce,United States,$34.32M,N/A
Strawbees,Series A,$2.20M,12/14/2018,N/A,"Strawbees is a Swedish edtech company that provides a complete solution for developing new skills through hands-on exploration and working with design, construction, electronics and programming.",Internet Software & Services,Sweden,$3.89M,N/A
"D
Datos",Seed VC,$2.20M,07/15/2018,N/A,"Datos provides a patient management platform designed to connect the medical source of care directly with the patient for improved quality of life. It is a reliable Machine Learning (ML)-driven platform, used to safely monitor, detect, analyze and even predict adverse events or other changes in the patient’s condition, enabling value-based care.",Internet Software & Services,United States,$9.20M,N/A
