Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Purchasing Platform,Seed - III,$0.72M,12/31/2016,N/A,"Purchasing Platform is a third-party procurement company providing purchasing, revenue generation, & operational consulting services to companies in the real estate industry.",Internet Software & Services,United States,$7.48M,N/A
CarPal,Seed VC,$0.72M,01/01/2016,N/A,"CarPal provides on-demand logistics services based on the sharing economy concept. Its fleet of over 10,000 drivers and vehicles serves consumers as well as businesses, including (full-service) logistics providers, parcel delivery, and food delivery services. Customers can also use it to deliver sensitive and personal documents. Its enterprise-facing SaaS delivery management platform, CarPal Fleet, allows businesses to build their own delivery fleet consisting of in-house and third-party drivers.",Internet Software & Services,Singapore,$3.47M,N/A
"S
Surprise App",Series B,$0.72M,08/21/2016,N/A,Provider of a mobile commerce application. The company provides a mobile app that notifies users of in-store sales at major stores. It plans to add a location service to the app which will recognize when a user is nearby or has entered a retailer in order to send coupons and new product info via mobile.,eCommerce,South Korea,$0.81M,N/A
Opencell Software,Seed VC,$0.71M,01/20/2016,N/A,"Opencell Software operates an open source carrier-grade convergent billing system covering the entire consumer-to-cash process including mediation, rating, charging, invoicing and AR management.",Internet Software & Services,France,$10.83M,N/A
"Z
Zorbit’s Math Adventure",Seed VC,$0.71M,01/28/2016,N/A,"Zorbit’s Math Adventure offers a suite of digital tools, hands-on resources and teacher support to help users reach math.On April 20, 2021, Zorbit’s Math Adventure was acquired by Carnegie Learning. The terms of the transaction were not disclosed.",Internet Software & Services,Canada,$0.71M,N/A
StackAdapt,Series A,$0.71M,01/28/2016,N/A,StackAdapt is a self-serve programmatic advertising platform. The company's solution for in-stream responsive ads is built to address the realities of a modern web that banner ads have never solved.,Internet Software & Services,Canada,$1.61M,N/A
Mymowo,Seed VC,$0.71M,06/15/2016,N/A,MyMOWO provides access to fitness programs via a digital platform making it possible to exercise remotely and provides access to different types of workouts that are led and designed by Swedish training professionals.,Internet Software & Services,Sweden,$1.67M,N/A
CourseStorm,Series A,$0.71M,10/19/2016,N/A,"CourseStorm offers simple online registration software for adult education programs. In under 10 minutes, an adult education program can activate a catalog website and begin taking course registrations with integrated credit card payments. As a company, CourseStorm believes in making high-quality, affordable education as widely available and as easily accessible as possible.",Internet Software & Services,United States,$2.60M,N/A
"J
Jobis",Seed,$0.71M,03/28/2016,N/A,Jobis is a cloud-based tax and accounting management platform that helps companies to reduce their administrative workload so they can focus on their business.,Internet Software & Services,South Korea,$8.92M,N/A
BondCliQ,Seed VC,$0.71M,06/01/2016,N/A,"BondCliQ is developing a central market system for the corporate bond market. It offers a post-trade data visualization tool that helps make sense of real-time and historical bond trading data, and is launching the industry's first pre-trade consolidated quote platform for corporate bonds. By aggregating ~25,000 quotes/day across 30 dealers, BondCliq is creating the essential pre-trade reference data set for the front, middle, and back offices of corporate bond market industry participants.",Internet Software & Services,United States,$13.97M,N/A
"D
DreamReal",Seed VC,$0.71M,01/12/2016,N/A,"Developer of Virtual Reality (VR) technologies. The company develops VR technologies, focusing on human–machine interaction. The team aim to integrate virtual and real world, by allowing users to move freely in virtual world.",Internet Software & Services,China,$43.71M,N/A
"M
MetroResidences",Seed VC,$0.70M,01/11/2016,N/A,MetroResidences offers an online platform that rents out fully furnished apartments to corporate customers without the steep markups that landlords usually charge business-class travelers.,eCommerce,Singapore,$3.50M,N/A
True AI,Pre-Seed - II,$0.70M,07/01/2016,N/A,"True AI provides an AI-based software system that learns to reply to conversations, making customer service semi-automatic. It has developed TypeGenie which provides completions and macro recommendations for customer service agents.",Internet Software & Services,United Kingdom,$1.24M,N/A
Liquid Grids,Series A - II,$0.70M,03/18/2016,N/A,"Liquid Grids, the pioneer in Direct to Persona Marketing, is being used by companies across the healthcare spectrum to deliver the most effective contribution to their digital and social media marketing campaigns. By providing the most advanced and predictive intelligence available about healthcare consumers, Liquid Grids provides insightful and impactful marketing strategies that change the way the Healthcare industry interacts with online health communities.",Internet Software & Services,United States,$3.92M,N/A
QoC Health,Seed,$0.70M,03/20/2016,N/A,"QoC Health provides health organizations with a digital platform for patient monitoring, analytics, educational materials, secure communications, decision aids, planning tools and integration with existing medical records.On March 16th, 2021 QoC Health was acquired by Logibec. Terms of the transaction were not disclosed.",Internet Software & Services,Canada,$0.70M,N/A
Airstoc,Seed VC,$0.70M,04/27/2016,N/A,"Airstoc is a dedicated marketplace for the professional drone industry, connecting customers with operators around the world.",eCommerce,United Kingdom,$0.70M,N/A
Aquadation,Angel - III,$0.70M,05/17/2016,N/A,"Aquadation creates ""self-leveling"" homes using foundation-mounted Internet-connected tilt sensors, cloud computing and a subsurface micro-drip irrigation system buried under and around a home. The Aquadation Foundation Repair and Maintenance System will change how homeowners can protect homes from costly but common hazards. Aquadation's patented system uses multiple zones of subsurface drip irrigation buried around the foundation of a home to prevent and - in many cases - repair mild to moderate foundation damage caused by the movement of expansive soils and clays.",Internet Software & Services,United States,$0.70M,N/A
Bedly,Seed - II,$0.70M,04/10/2016,N/A,"Launchpad Technologies, dba Bedly, is flexible-term housing built for millennial renters.",Internet Software & Services,United States,$2.76M,N/A
Darwinbox,Seed VC,$0.70M,07/01/2016,N/A,"Darwinbox is a human resources technology and analytics company. The company's software comes with different modules to handle processes from recruitment to performance management in an organization. Darwinbox offers services such as human resource information system, human resource management system, payroll management, application tracking system, employee engagement, performance management system and predictive analysis.",Internet Software & Services,India,$34.70M,N/A
The Happiness Index,Angel,$0.72M,07/29/2016,N/A,"Easy Metrics is a cloud-based business application that gives companies detailed cost and performance metrics on their employees, customers and processes. Easy Metrics can interface with most any activity tracking system, whether electronic or manual, and compile that information into cost and performance metrics. Now, managers can have near real-time metrics on where and how their employees' costs are being spent which can result in higher levels of productivity and lower costs.",Internet Software & Services,United States,$6.34M,N/A
"I
Instabox",Seed,$0.70M,09/12/2016,N/A,"Instabox operates as a logistics startup that provides e-commerce deliveries across its locations in Sweden with a maximum of six hours between the merchant and the consumer through a smart locker network. The tech platform provides the team with real-time, end-to-end tracking of all deliveries, allowing for optimisation at each step of the way.",Internet Software & Services,Sweden,$127.43M,N/A
"L
Lingua Custodia",Angel,$0.70M,08/22/2016,N/A,Lingua Custodia is a specialist in artificial intelligence dedicated to the financial translation.,Internet Software & Services,France,$1.93M,N/A
Bitso,Series A - II,$0.70M,09/28/2016,N/A,Bitso operates as a Bitcoin exchange based in Mexico.,Internet Software & Services,Mexico,$314.66M,N/A
"G
Garden Girl",Seed VC,$0.70M,09/28/2016,N/A,"Garden Girl designs, manufactures and sells functional gardening clothes, tools and shoes specially designed for women. The products are sold both through its own web store and through other retailers, both physically and online.",eCommerce,Sweden,$0.70M,N/A
Paddle HR,Seed VC,$0.70M,10/04/2016,N/A,"Paddle supports corporate HR departments by recommending internal candidates that match best to open roles within the company. Paddle's matching algorithm leverages HR data (including past performance, potential, etc) that companies already have on their employees, but are not being used for internal recruiting. Using machine learning, Paddle can identify the best predictors of success in a role and then find the most relevant, bias-free internal candidates.",Internet Software & Services,Canada,$0.70M,N/A
"L
LetsCargo",Seed VC,$0.70M,11/10/2016,N/A,"LetsCargo is an online logistics app developer. The service allows users to search for sea and air freight quotes, and the company provides working capital financing to forwarders by partnering with third-party financial institutions.",Internet Software & Services,Taiwan,$0.70M,N/A
Filestage,Seed VC,$0.70M,11/16/2016,N/A,"Filestage is a software provider for the coordination of media Content. Filestage offers freelancers, agencies and marketing departments a review tool for the coordination of media content. With its unique review workflow it simplifies the daily communication with customers and colleagues.",Internet Software & Services,Germany,$4.10M,N/A
Malkyrs Studio,Seed VC,$0.70M,11/18/2016,N/A,"Malkyrs Studio is a video game publisher that offers the opportunity to play a digital game with physical cards, maintaining the improvements gained from the dematerialization of Internet gambling.",Internet Software & Services,France,$1.41M,N/A
RippleMatch,Seed,$0.70M,11/30/2016,N/A,"RippleMatch is a hiring platform connecting employers with students. Its product automates entry-level recruiting and career coaching, allowing candidates to spend less time applying for jobs and more time interviewing and getting to know a company. The company’s software handles all the heavy lifting that has traditionally gone into recruiting for companies, increasing efficiency and helping candidates from all backgrounds get connected to the right opportunities.",Internet Software & Services,United States,$32.63M,N/A
HashChing,Seed,$0.70M,05/06/2016,N/A,HashChing is an Australian online marketplace for home loans allowing consumers to access deals without having to shop around. HashChing connects users directly to independent verified mortgage brokers who can further negotiate a better rate from lenders.,eCommerce,Australia,$7.00M,N/A
Equitise,Seed,$0.70M,06/21/2016,N/A,"Equitise is a crowdfunding platform that simplifies the investment marketplace. It removes traditional barriers to investing and sourcing capital by making the process quick, easy and safe.",eCommerce,Australia,$0.70M,N/A
Zapflow,Seed VC,$0.70M,11/28/2016,N/A,"Zapflow is a power tool for professional investors purpose-built for deal flow, deal and portfolio management. Zapflow keeps track of incoming deals for faster processing and supports decision making with a shared dashboard. Investors can also request for further information to be filled in by potential investment targets directly into the cloud database, ensuring shared access to the same data for all investment professionals involved.",Internet Software & Services,United States,$0.70M,N/A
"P
PRIMITIVE",Seed VC,$0.70M,06/01/2016,N/A,PRIMITIVE is a graphical programming interface designed for virtual/augmented reality platforms.,Internet Software & Services,United States,$0.81M,N/A
so-sure,Seed VC,$0.70M,01/31/2016,N/A,"so-sure is restoring consumer trust in insurance. Through proprietary model and patented technology, so-sure has redesigned the insurance value chain and the insurance proposition to be consumer-centric.",Internet Software & Services,United Kingdom,$4.90M,N/A
"V
VocaSee",Seed,$0.70M,02/01/2016,N/A,"VocaSee offers a platform for fully automatic transcription and captioning of video and audio clips. The company's process includes sending video/audio snippets to the system's cloud service which analyzes them and sends back the transcription, captions and content analytics.",Internet Software & Services,Israel,$0.70M,N/A
"P
Pundit Arena",Angel,$0.70M,02/01/2016,N/A,"Operator of a sports media website. The company operates a website that provides sports news coverage, features, and opinion pieces. The website relies on amateur writers that the company refers to as 'pundits' for its content. The pundits write about topics and sports of interest to them and publish their articles through the web platform. Users who are interested in becoming contributors send in sample articles and, if accepted, are able to publish their work through the site. Each month the site compiles a ranked hit list of the most read articles and the top twenty writers receive a monetary reward.",Internet Software & Services,Ireland,$0.70M,N/A
Symbiont,Seed VC - II,$0.69M,01/04/2016,N/A,"Symbiont is a blockchain technology company developing products in smart contracts and distributed ledgers for use in capital markets. Their product provides a simple interface for specifying the terms and conditions when issuing smart securities, as well as integration with market data feeds.",Internet Software & Services,United States,$28.93M,N/A
Swascan,Seed VC,$0.69M,05/03/2016,N/A,"Swascan provides a cloud-based IT security platform which features digital services to monitor and test web site and web application reliability (Web APP Scan) and the the safety of users' own networks (Network Scan) and app code source quality (Code Review).On October 13th 2020, Tinexta acquired a majority stake in Swascan. The terms of the transaction were not disclosed.",Internet Software & Services,Italy,$0.71M,N/A
ClouDesire,Seed VC - II,$0.69M,06/23/2016,N/A,"ClouDesire provides a cloud monetization suite that allows large and small software vendors to efficiently bring all of their software applications to the cloud. The solution enables any software application to become ""SaaS ready"" and deployable across any cloud and with any commercial arrangement, without programming and with full Docker support.",Internet Software & Services,Italy,$1.34M,N/A
Dietox,Seed VC - II,$0.69M,06/30/2016,N/A,Dietox is a Spain-based ecommerce site for health and one-off diets. Dietox offers natural healing products that make sure health and wellbeing are the least of your worries.,eCommerce,Spain,$1.70M,N/A
"F
FacePeer",Seed VC,$0.69M,01/20/2016,N/A,"FacePeer is the developer of FaceHub, a real-time face-to-face communication platform for corporate video calls, and ViewHub, a web interview service.",Internet Software & Services,Japan,$2.68M,N/A
"W
WELMO",Seed VC,$0.69M,03/31/2016,N/A,"WELMO is a developer of artificial intelligence-based solutions for social welfare, such as nursing care information aggregation, care planning, and more through its platforms MILMO, Care Plan Assistant, and UNICO.",Internet Software & Services,Japan,$37.44M,N/A
Bleeve,Seed - II,$0.68M,04/07/2016,N/A,Bleeve is a social online marketplace that empowers local communities and homeowners to lower their energy bills and upgrade their houses to make them more energy efficient.,Internet Software & Services,Netherlands,$0.70M,N/A
Jobyourlife,Angel - III,$0.68M,04/27/2016,N/A,"Jobyourlife operates a web-based recruiting platform that geo-localize professional curricula to allow candidates to look for a job in their area. They can create a cv based on their experiences, skills, passions. According to local reports (read here), the solution is used by McDonald's, Gruppo Coin, Accenture, Greenpeace, Zara, and others.",Internet Software & Services,Italy,$2.05M,N/A
Easy Metrics,Seed VC,$0.68M,06/15/2016,N/A,"Media Distillery lets users analyze audio and video in real-time, which comes in handy when people want to search TV or radio content, for instance. Clients can add alerts when a certain brand, person or search term is being used – which also makes the platform useful PR-wise. Media companies use the tech of Media Distillery to make their archives more 'searchable'.",Internet Software & Services,Netherlands,$6.01M,N/A
Rallyware,Seed VC,$0.68M,07/07/2016,N/A,"Rallyware is an intelligent workforce engagement solution. Rallyware first began at the Massachusetts Institute of Technology with the core idea of automating and scaling engagement through technology. Rallyware empowers its customers across the globe, such as Samsung, Mary Kay, and many others, to coach, train, and motivate their people through personalized scalable engagement programs that achieve higher sales, faster employee onboarding, increased participation in corporate initiatives, and other business objectives.",Internet Software & Services,United States,$23.44M,N/A
"P
ParentSquare",Pre-Seed - II,$0.68M,12/16/2016,N/A,"ParentSquare is an easy-to-use, online platform for ongoing home-school communication and organization. Designed for whole-school adoption and the adults who are important to students' learning lives (parents, teachers, principals, staff, and parent leaders), ParentSquare helps create a collaborative school community and family engagement in fostering children's learning in and outside of school.",Internet Software & Services,United States,$57.78M,N/A
Watches.com,Crowdfunding - III,$0.68M,05/27/2016,N/A,"Watches.com, fka Watchismo, curates and sells a large online collection of diverse watches. The company is an authorized dealer with dozens of major watch brands and also designs and manufactures their own unique watches under the brand XERIC.",eCommerce,United States,$2.31M,N/A
"S
SKILL NOTE",Seed VC,$0.68M,07/04/2016,N/A,"SKILL NOTE is a human resources platform for centralized management of employees' skills and qualifications, designed for the manufacturing industry. SKILL NOTE provides web-based dashboards with five functions: qualification management, skills management, attendance history management, training portal, and career management.",Internet Software & Services,Japan,$2.18M,N/A
"S
Styleket Inc.",Seed,$0.68M,10/27/2016,N/A,"Provider of an influencer marketing platform for clothes and accessories. The company provides key opinion leaders's choice of clothes and beauty tips. Users can also sort clothes by look, people, and brand.",Internet Software & Services,South Korea,$0.68M,N/A
Adrenaline Hunter,Angel,$0.67M,05/19/2016,N/A,Adrenaline Hunter is an online booking platform for extreme sports and outdoor activities.,eCommerce,France,$3.67M,N/A
AdTriba,Seed VC,$0.67M,05/24/2016,N/A,"AdTriba provides a Saas-based platform that allows advertisers to track, control and optimize their online marketing activities across all digital marketing channels through data science and user journey analysis. The solution enables an accurate reporting and assessment of every online marketing campaign's profitability while taking into account the complexity of multi-touch and cross-channel user journeys.",Internet Software & Services,Germany,$5.43M,N/A
"O
Otrium",Seed VC - II,$0.67M,06/14/2016,N/A,Otrium gives members access to private sales where exclusive fashion brands from all over the world can sell rare sample collections. Otrium is a private marketplace connecting brands excess inventory to fashion forward consumers.,eCommerce,Netherlands,$155.92M,N/A
FirstBird,Seed VC,$0.67M,01/18/2016,N/A,Firstbird has created an online referral program that connects users with talent through referrals.,Internet Software & Services,Austria,$5.02M,N/A
Evioo,Angel,$0.67M,09/02/2016,N/A,Evioo offers a network of physical optical shops offering an innovative digital experience.,eCommerce,France,$0.67M,N/A
"T
TopRankers",Seed,$0.67M,09/07/2016,N/A,"TopRankers aims to provide the most comprehensive content, tests for practice which are carefully divided in to various chapters and topics, to help the student focus on their weak areas. The company's Practise mock test gives unmatched analytics to help realize strong areas, time management and improvement areas.",Internet Software & Services,India,$0.67M,N/A
"M
MyVideoPlace",Seed VC,$0.67M,09/15/2016,N/A,"MyVideoPlace is a digital platform for hosting, sharing and monetization of content videos.",Internet Software & Services,France,$0.67M,N/A
La Com des Com,Seed,$0.67M,09/29/2016,N/A,La Com des Com is a hotel booking platform for mobile professionals.,eCommerce,France,$0.67M,N/A
ViewPay,Seed VC,$0.67M,10/06/2016,N/A,"ViewPay is a non-intrusive Advertpayment solution that gives users easy, free access to extended premium content.",Internet Software & Services,France,$0.67M,N/A
Tacotax,Seed,$0.67M,10/10/2016,N/A,TacoTax developed an algorithm that analyzes the personal finances of a user. The company operates a virtual assistant platform offering a simple and intuitive technology so users can best manage taxes and finances.,Internet Software & Services,France,$0.67M,N/A
Marche Prive,Seed - II,$0.67M,06/16/2016,N/A,Marche Prive is a site for local private sales offering deals from favorite merchants at low prices.,eCommerce,France,$2.74M,N/A
Chefclub,Seed,$0.67M,07/30/2016,N/A,Chefclub is an online portal for creative recipes and cooking instructions.,Internet Software & Services,France,$20.66M,N/A
Enerfip,Seed VC,$0.67M,02/10/2016,N/A,"Enerfip is a crowdfunding platform specializing in renewable energy projects (solar, wind, hydro, biomass and marine energy). On enerfip, citizens can participate directly in the energy transition by investing their savings in a renewable energy project through a loan paid, and safely.",eCommerce,France,$2.02M,N/A
"T
TenderCuts",Angel,$0.67M,12/13/2016,N/A,"TenderCuts is a Chennai-based meat procurement omnichannel platform. Leveraging agile and robust technology, the company aims to provide meat and seafood lovers with clean, hygienic, and quality food.",eCommerce,India,$15.76M,N/A
"A
Actwine",Seed VC,$0.67M,09/02/2016,N/A,Actwine is a wine marketplace that provides access to vineyards throughout France through a web platform and a mobile version. Wines are ordered directly from producers and delivered to users.,eCommerce,France,$0.67M,N/A
"H
Huacai Zhaoyu",Seed VC,$0.67M,06/29/2016,N/A,Huacai Zhaoyu is a B2B platform for seafood that connects wholesalers and businesses.,eCommerce,China,$3.68M,N/A
Julie Desk,Seed VC,$0.66M,03/09/2016,N/A,"Julie Desk is an AI-based virtual assistant that helps users save time and gain productivity by scheduling appointments via email. A user delegates their calendar-related tasks with a simple email to Julie. Julie handles all the email back-and-forth regarding a user's calendar: creating events, scheduling, rescheduling, or canceling appointments. The company's previous product was WePopp, an app that helped users plan events with friends by polling the group to find a date, time, and place that suits everybody.",Internet Software & Services,France,$3.63M,N/A
Worldfavor,Seed VC,$0.66M,04/07/2016,N/A,"Worldfavor's cloud-based SaaS solution offers companies worldwide a radical streamlining of its management of information relating to economic, environmental and social sustainability – from collection to compilation and communication. The service can be applied both within the company and in the supply chain, and even visualized toward more and more sustainability-conscious consumers.",Internet Software & Services,Sweden,$4.69M,N/A
"K
Kinesis Health Technology",Seed,$0.66M,11/02/2016,N/A,"Kinesis Health Technologies is focused on fall prevention in older adults as well as gait and mobility assessment. QTUG, its proprietary technology that uses body-worn sensors combined with a standard clinical test to better assess the risk of falls, gait, and mobility.",Internet Software & Services,Ireland,$0.66M,N/A
"W
We Got POP",Seed,$0.66M,02/01/2016,N/A,"We Got POP is the provider of POP, an online production platform that optimizes workflows between production and crew, casting agents, and background artists.On March 6th, 2020, We Got POP was acquired by Entertainment Partners, terms of the agreement were not disclosed.",Internet Software & Services,United Kingdom,$3.44M,N/A
"L
Linhuiba",Seed,$0.66M,05/01/2016,N/A,"Linhuiba is an Hangzhou-based event space trading platform, providing space resources including housing real estate, shopping malls, office buildings, subway stations and other crowded venues to merchants for product sales and brand promotion.",eCommerce,China,$14.72M,N/A
"T
Thunder Bird College",Seed,$0.66M,01/01/2016,N/A,Thunder Bird College is an online vocational training education platform that provides IT designer courses.,Internet Software & Services,China,$0.66M,N/A
Investly,Seed VC,$0.65M,01/12/2016,N/A,Investly is an online platform where small companies can get business loans from other people. This enables companies to raise finance vital to sustaining or growing their business as well as giving investors the opportunity to earn above average returns.,eCommerce,United Kingdom,$1.45M,N/A
Collabco,Seed VC - II,$0.65M,01/13/2016,N/A,"Collabco provides higher education institutions across the UK with a system to collate all the information that students need including calendars, timetable, attendance, grades, library information, fines and payments, news and social media feeds, all integrated with their virtual learning environment, and accessed on students' laptop or mobile devices.On July 14th, 2021, Collabco was acquired by Ready Education. Terms of the transaction were not disclosed.",Internet Software & Services,United Kingdom,$1.03M,N/A
"A
ADSHIFT",Seed,$0.65M,02/26/2016,N/A,"ADSHIFT's Data Integration Platform helps companies spend their digital advertising budget more efficiently by automatically reallocating ad spend to their most profitable products and markets. With ADSHIFT's technology, digital ads automatically respond to changes in inventory levels, weather, social trends, interest rates or any other key data sets that drive their clients' businesses.",Internet Software & Services,United States,$0.65M,N/A
KPI6,Seed VC - II,$0.65M,03/01/2016,N/A,"KPI6 offers a way of running market research, combining data from traditional sources (like panels and surveys) and web and social insights, enriched with artificial intelligence. The output is a broad and complete image of a company's customer base: to understand information such as demographics, consumer behaviors, education level, brand affinity and much more, in a seamless process that allows users to even action these data into advertising platforms.",Internet Software & Services,Italy,$0.71M,N/A
Globe,Angel,$0.65M,03/24/2016,N/A,"Globe provides Airbnb-style home rentals, done by the hour.",Internet Software & Services,United States,$4.10M,N/A
"A
AceBot.ai",Seed VC,$0.65M,04/20/2016,N/A,"AceBot.ai is a Slackbot built to drive a team's productivity and make members more efficient via skills to report expenses, manage daily tasks, conduct polls, and rate policies.",Internet Software & Services,United States,$0.65M,N/A
Lingumi,Seed VC,$0.65M,09/29/2016,N/A,Lingumi creates interactive products that help teach preschoolers English as a second language through play.,Internet Software & Services,United Kingdom,$7.40M,N/A
Peoplise,Seed VC,$0.65M,06/18/2016,N/A,Peoplise's cloud HR service provides an integrated and video enabled digital platform for all corporate recruitment needs. The platform is designed to help HR practitioners to utilize digital and analytical technologies in all steps of the talent acquisition process.,Internet Software & Services,Turkey,$0.65M,N/A
beWanted,Angel,$0.65M,10/25/2016,N/A,"beWanted is a job notice board for university students and recent graduates looking for his first job or internships. beWanted links university, company and the best young talent through the innovation for proceedings.",Internet Software & Services,Spain,$2.40M,N/A
Numberz,Seed VC,$0.65M,11/21/2016,N/A,"Numberz is a web/mobile platform that works with the small businesses in ensuring that managing cash flow is effortless. What it essentially means is helping users create estimates, invoices, track receivables & payables, reconcile accounts and many such other critical things - without giving business owners excel nightmares!",Internet Software & Services,India,$0.68M,N/A
Blacknut,Angel,$0.65M,02/02/2016,N/A,"Blacknut unleashes the video game experience, just like streaming changed music and video consumption dramatically. It carefully handpicks games and creates customized collections just for the users.",Internet Software & Services,France,$3.20M,N/A
"Y
Yosi",Seed VC,$0.65M,09/14/2016,N/A,Yosi is a cloud-based patient onboarding and communication software designed for office needs. Yosi provides a pre-visit patient registration solution.,Internet Software & Services,United States,$1.20M,N/A
Hire Space,Angel - III,$0.65M,08/06/2016,N/A,Hire Space is an online marketplace for venues.,eCommerce,United Kingdom,$2.58M,N/A
"E
ec2ec",Seed,$0.65M,01/01/2016,N/A,"ec2ce culls data from a variety of existing sources like satellite indices and weather reports, and then uses sophisticated algorithms to provide customers with forecasts for everything from crop production to pest control. Its analytics are meant to help companies maximize profit foremost, but also to help them improve environmental sustainability through water and treatment management.",Internet Software & Services,Spain,$1.71M,N/A
Aylien,Seed VC,$0.64M,03/09/2016,N/A,"Aylien is a tool that makes any web content easier to understand, by semantically adding related information and short descriptions to it. The company's text and image analysis tool can be used to summarize, categorize and extract meaning from large amounts of unstructured data.",Internet Software & Services,Ireland,$8.58M,N/A
Appknox,Seed - II,$0.64M,08/16/2016,N/A,"Appknox, a product of XySec Labs, scans mobile apps automatically for security flaws, both before and after they are released. Users receive automated reports including a score card of vulnerabilities, ranked by severity. This report includes helpful suggestions for developers, and threat scenarios for managers. The scanner works at both the source and the binary code levels.",Internet Software & Services,Singapore,$0.66M,N/A
Travefy,Series A - II,$0.63M,02/23/2016,N/A,"Travefy is a group travel planner that solves the coordination headaches of travel. Through Travefy users can invite friends to travel, collaborate on details, book hotels, and manage shared expenses.",Internet Software & Services,United States,$3.60M,N/A
NuCypher,Seed VC,$0.63M,08/12/2016,N/A,"NuCypher enables transparent and secure sharing of sensitive data between organizations. NuCypher provides proxy re-encryption for distributed data networks, bringing private data to public blockchains and facilitating secure data sharing between enterprises.",Internet Software & Services,United States,$5.07M,N/A
Measurence,Seed - II,$0.63M,09/13/2016,N/A,"Measurence provides a cloud-based analytics platform that abstracts the raw functionalities of basic, off-the-shelf hardware devices (wi-fi sensors, beacons, etc.) and exposes them as a platform of interconnected and remotely-managed modules that can be deployed in any commercial venue (stores, restaurants, malls, etc.).",Internet Software & Services,United States,$0.76M,N/A
Bean Box,Seed,$0.63M,10/19/2016,N/A,"Bean Box is a monthly coffee subscription that features sample roasts of Seattle's finest artisan coffee. Every month, subscribers receive four hand-picked gourmet coffee roasts from different top-rated roasters. The whole beans are shipped within 1-2 days of roasting to ensure peak freshness.",eCommerce,United States,$5.38M,N/A
Oktoplus,Seed VC - II,$0.63M,10/21/2016,N/A,Oktoplus is a Brazil-based company offering a solution for management and monitoring of loyalty programs.,Internet Software & Services,Brazil,$0.88M,N/A
Reachify,Seed VC,$0.63M,11/03/2016,N/A,"Go People is changing the delivery industry by disrupting legacy ""delivery and courier industry rules"", simplifying the point-to-point delivery process for both consumers and businesses, fulfilling the gap in service demand, raising service standards, and facilitating transparent and competitive pricing.",Internet Software & Services,Australia,$4.02M,N/A
Capcito,Angel,$0.63M,12/31/2016,N/A,"Capcito is a Stockholm, Sweden-based software developer of a fintech platform providing automated B2B loans and financing.On November 17th, 2021, Fortnox acquired a majority stake in Capcito at a valuation of $46.23M.",Internet Software & Services,Sweden,$11.61M,N/A
Wyebot,Seed,$0.62M,04/28/2016,N/A,"WyeBot develops cloud-enabled SaaS solutions for mobile connectivity. It offers plug-and-play, automated, and secure solutions for increasing the reliability and performance of WiFi networks. Its 24/7 software and hardware solutions anticipate WiFi problems and offer automated, pro-active solutions to decrease downtime.",Internet Software & Services,United States,$9.92M,N/A
Flexkeeping,Seed,$0.62M,09/01/2016,N/A,"Flexkeeping, fka Facility, is a hotel management software that replaces paper, phone and mouth-to-mouth communication with one application.",Internet Software & Services,Slovenia,$0.62M,N/A
"O
Opitrip",Seed,$0.62M,08/23/2016,N/A,Opitrip is a comparison website for car and holiday rentals.,eCommerce,France,$0.84M,N/A
Smart Alec,Angel,$0.62M,11/03/2016,N/A,"Smart Alec is an in-person, on-demand tutoring platform. Parents and students can book same-day sessions for last-minute academic help or use the scheduler to find convenient session times in the coming weeks, no matter how busy their schedules.",Internet Software & Services,United States,$0.62M,N/A
"S
Setkeeper",Seed,$0.62M,03/01/2016,N/A,"Provider of a collaborative B2B software designed to help in the organization and operational management of film, TV and online pre-production. The company helps producers in planning, organizing, and information sharing. The software saves producers days of preparation before and during the shoot.",eCommerce,France,$0.67M,N/A
"S
SweepSouth",Seed VC - II,$0.61M,01/25/2016,N/A,SweepSouth is a cleaning service company that connects clients to on-demand domestic cleaners via an online booking platform.,eCommerce,South Africa,$6.09M,N/A
4D Healthware,Seed - II,$0.61M,03/05/2016,N/A,"4D Healthware is putting people in control of their health by connecting the robust technology available with mobile devices, wearable sensors and health data. The company's ultimate goal is to foster informed lifestyle change, and make wellness and preventive care the driving force in the healthcare equation.",Internet Software & Services,United States,$3.83M,N/A
Talent.ly,Seed VC,$0.61M,05/25/2016,N/A,"Talent.ly, fla Careereye, is a jobs and career community that helps people make the right career decisions by providing the opportunity to evaluate and compare the employer based on what is important to them when choosing an employer.",Internet Software & Services,Sweden,$1.74M,N/A
Perlego,Angel,$0.61M,11/01/2016,N/A,Perlego is an E-book subscription service for textbooks.,eCommerce,United Kingdom,$15.02M,N/A
Crowfall,Seed - II,$0.61M,11/14/2016,N/A,"Crowfall is an Austin, Texas-based independent developer and publisher of Massively Multiplayer Online Role-Playing Games (MMORPGs).",Internet Software & Services,United States,$29.15M,N/A
Axial Exchange,Angel,$0.61M,01/02/2016,N/A,Axial Exchange provides a service to health care systems to share data in order to solve key business problems by providing connectivity to exchange patient information.,Internet Software & Services,United States,$13.26M,N/A
"U
URIDOKI",Series A,$0.61M,05/20/2016,N/A,"URIDOKI is a C2B commerce platform for used games, books, CDs and DVDs, jewelry, furniture, instruments, brand accessories, and more.",eCommerce,Japan,$1.96M,N/A
