Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Wingly,Series B,$3.40M,06/16/2020,N/A,"Wingly connects private pilots and passengers. Pilots post online which routes they fly on and when, indicating their number of free seats, and passengers can simply book their flight. The concept behind Wingly is similar to carpooling but aiming more towards leisure than transportation.",eCommerce,France,$5.94M,N/A
"7
7bridges",Seed VC,$3.40M,06/24/2020,N/A,7bridges provides a smart logistics technology platform.,Internet Software & Services,United Kingdom,$3.40M,N/A
CHILI publish,Series B,$3.40M,07/06/2020,N/A,"CHILI publish simplifies and automates graphics. The company builds a powerful and flexible document editing solution that runs in the browser, converts static documents into smart templates, and fits into any solution.",Internet Software & Services,Belgium,$6.10M,N/A
"V
VALR",Series A,$3.40M,07/21/2020,N/A,VALR is a bitcoin exchange marketplace.,eCommerce,South Africa,$4.90M,N/A
SeamlessMD,Series A,$3.40M,08/26/2020,N/A,"Seamless Mobile Health (SeamlessMD) provides a cloud-based solution on smartphones, tablets and computers for guiding patients through surgery. This helps healthcare providers improve the patient experience, achieve better health outcomes and lower costs.",Internet Software & Services,Canada,$4.50M,N/A
"P
PopSQL",Seed VC,$3.40M,09/08/2020,N/A,"PopSQL provides collaborative SQL query editing. PopSQL allows users to store SQL queries they run regularly, grouping them into folders that can be kept private or shared amongst their team.",Internet Software & Services,United States,$4.55M,N/A
Influ2,Seed VC,$3.40M,09/24/2020,N/A,Influ2 helps B2B companies engage with new customers via person-based marketing. Influ2 uses machine learning to detect rare decision makers across billions of pageviews of internet traffic.,Internet Software & Services,United States,$12.88M,N/A
"D
Digital Brain",Seed VC - II,$3.40M,10/07/2020,N/A,Digital Brain develops products to help customer service representatives.,Internet Software & Services,United States,$3.78M,N/A
"A
Autochek",Seed VC,$3.40M,11/18/2020,N/A,Autochek is an online marketplace for car sales. It aims to serve customers across the African market.,eCommerce,Nigeria,$16.50M,N/A
"A
AirDeck",Seed VC,$3.40M,12/01/2020,N/A,AirDeck is an online platform that helps users create narrated presentations and documents for on-demand viewing.,Internet Software & Services,United States,$3.40M,N/A
"C
Cledara",Seed VC - II,$3.40M,12/14/2020,N/A,Cledara provides a purchasing and analytics platform for businesses to manage and control recurring subscription payments.,Internet Software & Services,United Kingdom,$4.57M,N/A
"E
Emitwise",Seed,$3.40M,10/30/2020,N/A,"Emitwise empowers businesses to automatically measure, report, and reduce their carbon footprint in real-time.",Internet Software & Services,United Kingdom,$6.60M,N/A
Threat X,Series B,$3.39M,05/05/2020,N/A,"Threat X is an information security start-up. Threat X products arm organizations with enhanced situational awareness, simplifying the path to threat neutralization.",Internet Software & Services,United States,$24.24M,N/A
Medikabazaar,Series B - II,$3.39M,06/18/2020,N/A,Medikabazaar is an online marketplace for medical supplies. It operates in both B2B (for hospital and medical institution supplies) and B2C (for home health medical devices and aids) segments.,eCommerce,India,$99.19M,N/A
"Z
ZKSystems",Seed VC,$3.39M,07/07/2020,N/A,ZKSystems allows companies to set up and monetize digital services for industrial equipment.,Internet Software & Services,Germany,$3.39M,N/A
Housfy,Series B - II,$3.38M,06/16/2020,N/A,Housfy is a Spain-based online real estate platform. Housfy is dedicated to buying and selling homes without agency commissions.,Internet Software & Services,Spain,$26.20M,N/A
"P
PerMeal",Series B,$3.37M,08/31/2020,N/A,PerMeal is an online platform that delivers fresh specialty foods directly from domestic farmers.,eCommerce,South Korea,$6.06M,N/A
"D
DesireList",Seed,$3.35M,02/05/2020,N/A,"DesireList provides quick and easy access to advice, tips and shoppable product recommendations from Professionals.",Internet Software & Services,United States,$14.35M,N/A
"A
Aventus",Seed VC,$3.35M,02/27/2020,N/A,Aventus provides an operating system that enables insurance businesses to digitally distribute an aggregated collection of services.,Internet Software & Services,United Kingdom,$3.35M,N/A
Teeptrak,Series A,$3.35M,06/02/2020,N/A,"Teeptrak provides a real-time performance tracking system for machine performance, operator pace, and quality in supply chain operations.",Internet Software & Services,France,$3.35M,N/A
"M
Marketparts.com SAS",Angel,$3.35M,01/15/2020,N/A,Provider of a marketplace dedicated to automotive professionals.,eCommerce,France,$3.35M,N/A
"G
Governance.com",Seed - II,$3.34M,01/16/2020,N/A,Governance.com enables regulated companies to meet the requirements of an ever-changing regulated marketplace by unlocking data from across organizational silos.,Internet Software & Services,Luxembourg,$3.45M,N/A
"H
Hotailors",Seed VC,$3.34M,09/30/2020,N/A,Hotailors is a travel platform that aggregates offers and among them selects the hotels that best meet the needs of the user.,Internet Software & Services,Poland,$3.55M,N/A
"D
Doomoolmori",Series A,$3.34M,12/01/2020,N/A,"Doomoolmori is a robo-advisor platform that uses its algorithm named ""Boolio"" to make fund investments. The company also developed ELS Research, an integral tool for hardcore structured products investors.",Internet Software & Services,South Korea,$5.07M,N/A
"A
Archera",Seed VC,$3.33M,03/03/2020,N/A,Archera offers a digital platform that specializes in automatically managing and de-risking cloud resources.,Internet Software & Services,United States,$10.33M,N/A
"A
Aibidia",Series A,$3.33M,03/09/2020,N/A,Aibidia offers a platform that improves its customers’ CbC data and analytics capabilities. Its tool allows companies to manage world-wide CbC processes in a user-friendly way designed for tax professionals. Companies can also monitor transfer pricing (TP) processes in real-time and automate TP documentation.,Internet Software & Services,Finland,$4.76M,N/A
"F
Funding.com.au",Seed VC,$3.33M,05/25/2020,N/A,"Funding.com.au is a mortgage marketplace where users can invest, borrow, and broke.",eCommerce,Australia,$3.33M,N/A
"L
LAPRAS",Series B,$3.33M,09/14/2020,N/A,"LAPRAS operates AI-enabled headhunting platforms for the IT industry. The company's services include LAPRAS, a skill visualization and portfolio service for individuals, LAPRAS SCOUT, an engineer headhunting service for companies, and LAPRAS Freelance, a recruitment service for freelance engineers.",Internet Software & Services,Japan,$6.93M,N/A
"T
TWAVE",Series A,$3.32M,01/09/2020,N/A,"TWAVE is an IT FinTech company that operates I'M IN, a social P2P lending platform.",eCommerce,South Korea,$5.97M,N/A
"I
Imperative Group",Seed VC,$3.32M,03/11/2020,N/A,"Imperative connects and supports employees as peer coaches, enabling employers to build new mindsets and behaviors.",Internet Software & Services,United States,$6.38M,N/A
"F
Fiscozen",Series A,$3.32M,03/13/2020,N/A,"Fiscozen provides an SME and freelancer management platform for bookkeeping, invoicing, F24, pensions, tax forecasts and tax declarations.",Internet Software & Services,Italy,$3.32M,N/A
"B
Bloobirds",Seed VC,$3.32M,05/28/2020,N/A,Bloobirds operates a prospecting platform that aims to help guide sales development representatives through their workday and help sales leaders make better decisions.,Internet Software & Services,Spain,$3.32M,N/A
"W
WoW",Seed VC,$3.32M,10/16/2020,N/A,WoW is a global marketplace for early adopters to discover what’s new. It is an omnichannel platform that combines unique physical locations and an online marketplace. It also partners with Direct to Consumer brands and established brands to create unique retail experiences.,eCommerce,Spain,$12.79M,N/A
CreativeX,Series A,$3.32M,11/17/2020,N/A,"CreativeX is a marketing technology company that is building artificial intelligence to help companies make data-driven decisions about their images and videos. CreativeX offers image recognition and computer vision, machine learning, natural language processing, and data analytics.",Internet Software & Services,United States,$3.32M,N/A
"K
Kit",Seed VC,$3.32M,11/30/2020,N/A,"Kit provides comprehensive at-home health & lab testing solutions, which allows businesses and organizations to deliver a safe, convenient, and reliable alternative to doctor & laboratory visits.On June 30th, 2021, Kit was acquired by Ro, terms of the transaction were not disclosed.",Internet Software & Services,United States,$3.32M,N/A
"S
Schrott24",Series A,$3.31M,10/22/2020,N/A,Schrott24 is a B2B-focused managed marketplace for metal scrap. It helps recyclers to source more material and scrap metal producers to market their metal waste more efficiently.,eCommerce,Austria,$4.41M,N/A
"A
Arwen",Seed VC,$3.30M,02/05/2020,N/A,Arwen provides blockchain powered settlement technology for crypto asset trading.,Internet Software & Services,United States,$3.30M,N/A
"C
CastingN",Series A,$3.30M,02/24/2020,N/A,"CastingN is an outsourcing connection platform that connects small and medium-sized businesses to agencies & subcontractors. Companies can register bids to outsourced suppliers for services such as marketing, design, and recruiting.",eCommerce,South Korea,$4.74M,N/A
"H
Hahow",Series A,$3.30M,02/28/2020,N/A,Hahow is an online course and talent-teaching crowdfunding platform.,eCommerce,Taiwan,$3.62M,N/A
"C
Codeit",Series A,$3.30M,04/01/2020,N/A,Codeit is an e-learning platform that offers online programming classes for adults.,Internet Software & Services,South Korea,$3.30M,N/A
"E
Env0",Seed VC,$3.30M,04/21/2020,N/A,Env0 provides an environment as a service as a platform for infrastructures as code.,Internet Software & Services,Israel,$24.05M,N/A
"U
Utransfer",Seed VC,$3.30M,05/27/2020,N/A,Neobrain uses artificial intelligence to anticipate and facilitate strategic HR decisions.,Internet Software & Services,France,$4.95M,N/A
"A
Athlane",Seed VC,$3.30M,07/08/2020,N/A,Athlane is an esports league powered by software. Athlane aims to enable teams to monetize through its AI-powered sponsorship platform.,Internet Software & Services,United States,$3.45M,N/A
"X
Xangle",Series A,$3.30M,07/16/2020,N/A,Xangle is a global crypto asset disclosure platform.,Internet Software & Services,Singapore,$3.30M,N/A
"M
Mesh",Seed VC,$3.30M,08/20/2020,N/A,Mesh is a social performance management platform for today's workforce.,Internet Software & Services,United States,$3.43M,N/A
"P
PANDA AI",Seed VC,$3.30M,08/20/2020,N/A,PANDA AI helps teams manage content and organize projects.,Internet Software & Services,United States,$3.30M,N/A
ClipLine,Series D,$3.30M,09/04/2020,N/A,"ClipLine is a service management tool to enable businesses to connect multiple stores and multiple lines of business. A short video clip can be recorded with a tablet in one store and then shared with headquarters or other stores, keeping the know-how inside the company.",Internet Software & Services,Japan,$18.57M,N/A
"T
Tradeswell",Seed VC,$3.30M,10/08/2020,N/A,"Tradeswell gives brands a comprehensive look at their e-commerce business across channels by consolidating marketing, retail, inventory, logistics, forecasting, lifetime value, and financials across these channels in one platform and automating their insights, actions, and decisions using machine learning.",Internet Software & Services,United States,$18.80M,N/A
"C
Credgenics",Seed VC,$3.30M,10/29/2020,N/A,"Credgenics provides a recovery and technology-enabled collections platform. Credgenics works with financial institutions, banks, NBFCs & Digital lending firms to improve the efficiency of their collection using technology, automation intelligence and optimal legal routes in order to expedite the recovery of bad loans.",Internet Software & Services,India,$28.60M,N/A
"S
Superfuds",Series A,$3.30M,12/22/2020,N/A,"Superfüds is an operator of a marketplace for healthy and eco-friendly products. The company provides an online platform that connects suppliers of healthy and sustainable products with buyers, across multiple categories.",eCommerce,Colombia,$3.84M,N/A
"W
Wonderwall",Series A,$3.29M,04/02/2020,N/A,"Wonderwall is an art education and commerce platform that offers online classes in music, acting, directing, art, photography, design, production, fashion, sports, and cooking from professionals.",Internet Software & Services,South Korea,$3.29M,N/A
"G
Growth Tribe",Series A,$3.28M,05/19/2020,N/A,"Growth Tribe provides learning and talent solutions around data, growth, marketing and UX for forward-looking companies.",Internet Software & Services,Netherlands,$3.28M,N/A
hystrix medical,Series A,$3.28M,09/04/2020,N/A,"hystrix medical is an online marketplace linking suppliers and purchasers of medical devices, implants and related services.",eCommerce,Switzerland,$3.28M,N/A
EyeSee,Series A,$3.27M,04/15/2020,N/A,"EyeSee is a market research company that maximize the effect of marketing communications with online eye tracking and facial coding. EyeSee has developed an online, webcam-based eye tracking platform to track people's eyes with their laptop and webcam at home. This innovative approach is faster, scalable, and more cost-effective than conventional solutions. EyeSee's experienced research team converts the obtained data into actionable insights.",Internet Software & Services,Belgium,$3.27M,N/A
"M
MYCHEF",Series A - II,$3.27M,04/27/2020,N/A,MYCHEF is a Korean home meal kit service.,eCommerce,South Korea,$19.23M,N/A
Foreseeti,Series C,$3.27M,06/09/2020,N/A,"Foreseeti is a provider of Automated Threat Modeling and Attack Simulation solutions. Its flagship product, securiCAD, empowers IT decision makers to assess the resilience and risk exposure of their IT architectures and take proactive and effective action.",Internet Software & Services,Sweden,$7.42M,N/A
"W
West Hill Global",Series A - III,$3.26M,09/10/2020,N/A,West Hill Global provides outcome-based solutions for the insurance industry. Its software solves problems with the property claim process.,Internet Software & Services,United States,$7.26M,N/A
"S
Sunstone Eduversity",Series A,$3.26M,09/29/2020,N/A,"Sunstone Eduversity offers a Pay-after-Placement formal education program in partnership with several colleges and private universities. Sunstone works closely with corporates to develop industry-ready specializations such as BFSI, logistics, sales management, digital marketing, and others.",Internet Software & Services,India,$32.85M,N/A
"F
Fatigue Science",Series A,$3.25M,02/12/2020,N/A,Fatigue Science provides a platform that quantifies the source and extent of fatigue in the workplace and helps mitigate risk related to that fatigue.,Internet Software & Services,Canada,$10.85M,N/A
Customs4Trade,Series B,$3.25M,02/13/2020,N/A,"Customs4trade provides a solution, CAS, which enables companies to centralize, automate, and manage both regional and worldwide customs and trade compliance in-house, within one single platform.",Internet Software & Services,Belgium,$26.31M,N/A
"C
ConverseNow",Seed VC,$3.25M,05/13/2020,N/A,"ConverseNow is an AI driven enterprise self-service platform that enables omni-channel customer service experience throughout product ownership. The ConverseNow team believes the future of CRM is conversations as the alternate self-service options like chat bots can’t handle complex customer service queries requiring deeper context (like technical assistance etc.). The self-service platform handles such requests and elevates customer experience by natural 2-way conversations using AI/ML, and deep domain knowledge.",Internet Software & Services,United States,$18.15M,N/A
"U
Uwill",Angel,$3.25M,07/16/2020,N/A,"Uwill offers students, colleges, and mental health professionals an online therapy platform.",Internet Software & Services,United States,$3.25M,N/A
"S
Soil Connect",Seed VC,$3.25M,11/04/2020,N/A,"Soil Connect offers a platform created for excavators, contractors, landscapers, and other builders who work with soil on a regular basis, connecting them with those who have soil.",eCommerce,United States,$4.00M,N/A
"O
Opium Protocol",Seed,$3.25M,11/05/2020,N/A,Opium Protocol is a cryptocurrency derivatives platform.,Internet Software & Services,Netherlands,$3.25M,N/A
"M
Metafy",Seed VC,$3.25M,11/16/2020,N/A,Metafy is a platform that enables the best players in the world to monetize their talent through 1:1 coaching and courses.,eCommerce,United States,$26.58M,N/A
Wattbuy,Series A,$3.25M,11/18/2020,N/A,WattBuy is an online electricity marketplace that helps users save on their electricity costs by switching you to a cheaper electricity provider. WattBuy empowers residents to make better-informed decisions about their home electricity costs by allowing them to browse and select plans in their area.,eCommerce,United States,$15.07M,N/A
"R
ReturnSafe",Seed VC,$3.25M,12/22/2020,N/A,"ReturnSafe establishes new standards and tools for managing safety, health, and well-being in the workplace. It creates a management platform for employers that helps businesses, universities, healthcare facilities, and sports and entertainment venues reopen and stay open.",Internet Software & Services,United States,$7.95M,N/A
"T
Tonari",Seed VC - II,$3.25M,11/24/2020,N/A,"Tonari develops a remote communication platform that strengthens teams and communities, enabling people to collaborate face-to-face, no matter where they are. Tonari's software platform supports natural and continuous workflow, tighter collaboration, and better relationships.",Internet Software & Services,Japan,$4.58M,N/A
"B
Builder",Seed VC,$3.25M,10/01/2020,N/A,Builder allows users to create ecommerce sites using visual tools and no coding.,Internet Software & Services,United States,$17.25M,N/A
"Q
Qilibri",Seed,$3.23M,05/20/2020,N/A,Qilibri provides customized food plans along with dietitian follow-ups and sports coaching services.,Internet Software & Services,France,$3.23M,N/A
"K
Knorish",Seed VC - II,$3.23M,06/02/2020,N/A,"Knorish is an edtech startup that allows users to create courses, market and monetize an online academy for branded digital coursework.",Internet Software & Services,India,$4.33M,N/A
"S
Shoptimize",Series A,$3.22M,04/20/2020,N/A,"Shoptimize helps Indian merchants realize the potential of online commerce. The company offers an eCommerce Software-as-a-Service offering on the cloud which helps merchants to setup, operate, manage and grow their online sales. Shoptimize is a ""mobile-first"" company focused on designing and developing eCommerce technology of the future.",eCommerce,India,$3.47M,N/A
"M
My Voice AI",Series A,$3.22M,10/02/2020,N/A,"My Voice AI is a user recognition platform based on voice acoustics analysis and audio-visual identity verification. Starting with speaker identification and continuing with sentiment analysis, emotion detection, and the real-time evaluation of other speaker characteristics. The company has ported its engine directly on Edge devices utilizing dedicated and low power processing.",Internet Software & Services,United Kingdom,$6.29M,N/A
"V
Vero",Seed VC,$3.20M,01/23/2020,N/A,"Vero is a leasing fintech, purpose-built to convert leads to renters in a secure experience.",Internet Software & Services,United States,$8.20M,N/A
"L
Launchable",Seed VC,$3.20M,01/23/2020,N/A,"Launchable's core technology is a machine learning engine that predicts the likelihood of failure for each test case given a change in the source code. This allows users to run only the meaningful subset of tests, in the order that minimizes the feedback delay.",Internet Software & Services,United States,$12.70M,N/A
"M
Mercado Labs",Seed VC,$3.20M,01/29/2020,N/A,Mercado is a cloud-based platform designed to brings order to your imports by transforming the supply chain.,Internet Software & Services,United States,$5.70M,N/A
"M
Microverse",Seed VC - II,$3.20M,02/25/2020,N/A,Microverse is a global school for remote software developers where students learn through remote pair programming and don't pay anything until they get a job.,Internet Software & Services,United States,$15.85M,N/A
"M
Mighty Jaxx",Seed VC - II,$3.20M,04/13/2020,N/A,Mighty Jaxx designs toys and art collectibles in an online studio shop. The company offers artist collaborations for figurines and statues.,eCommerce,Singapore,$14.80M,N/A
"S
Swoop",Seed VC,$3.20M,07/22/2020,N/A,Swoop allows users to search and book group vehicles from providers.,eCommerce,United States,$3.20M,N/A
"R
Realm",Seed VC,$3.20M,09/01/2020,N/A,"Realm analyzes property, financial, regulatory, and personal data to help homeowners maximize the value of their homes.",Internet Software & Services,United States,$15.20M,N/A
Veritonic,Series A,$3.20M,10/07/2020,N/A,"Veritonic is a marketing intelligence platform focused on the use of music in advertising campaigns. Using machine learning, the platform quantifies the impact of music, voiceovers, jingles, and mnemonics.",Internet Software & Services,United States,$6.80M,N/A
"R
RunSignup",Series A,$3.20M,10/08/2020,N/A,"RunSignup provides a simple way to register for running races online.The company's GiveSignup is a purpose-built Supporter Engagement Platform for nonprofit revenue generation, leverages the organization’s all-in-one RunSignup SaaS platform, a platform for 22,000+ endurance races and events, supporting 9,000+ nonprofits annually. Uniquely built on a highly vertical technology stack with an integrated payment model, GiveSignup empowers nonprofits to raise money and engage supporters — from the live and virtual run/walk/ride and ticket events to donation sites and fundraising campaigns.",Internet Software & Services,United States,$3.20M,N/A
"F
FrontRow",Seed VC,$3.20M,05/19/2020,N/A,"FrontRow is a company that offers sports and creative arts classes taught by celebrities, paired with a community platform that gives learners regular activities, competitions and peer engagement to practice and showcase talent.",Internet Software & Services,India,$17.20M,N/A
"R
Roots Automation",Seed VC,$3.20M,11/11/2020,N/A,"Roots Automation provides digital coworkers as a service for companies of all sizes to support daily operations, reduce time spent on low-value tasks, and free up employee time to focus on customers and growth opportunities. The company platform uses robotic process automation technology to handle manual, monotonous tasks that are crucial for business operations. It is based in New York, New York.",Internet Software & Services,United States,$7.50M,N/A
"R
Reprise",Series A,$3.20M,11/12/2020,N/A,Reprise develops a no-code platform that allows sales and marketing teams to build demos using any existing web application.,Internet Software & Services,United States,$82.20M,N/A
inFeedo,Series A,$3.20M,11/12/2020,N/A,inFeedo is a SaaS-based HR analytics company.,Internet Software & Services,India,$4.38M,N/A
"T
Tazapay",Seed VC,$3.20M,12/01/2020,N/A,"Tazapay is an accessible platform that enables Small and Medium-Sized Businesses (SMBs) to conduct cross-border trade securely and effectively. It combines the latest financial tech and services for SMBs to carry out cross-border service trade while dealing with trusted businesses, minimizing risk, and using modern B2B digital payment methods. Tazapay is a member of the Singapore FinTech Association.",Internet Software & Services,Singapore,$4.95M,N/A
"H
Human.ai",Seed VC,$3.20M,12/14/2020,N/A,"Human.ai builds artificial intelligence that helps users retain, reinforce, recall human memory.",Internet Software & Services,United States,$3.20M,N/A
"G
Grata",Seed VC,$3.20M,10/01/2020,N/A,"Grata (fka Grata Data) allows users to search proprietary deals, map markets, generate leads, run targeted campaigns with Grata’s B2B search engine and more.It aims to offer data platform for the delivery of the next generation of strategic intelligence across industries. The company's platform enables data-driven decisions in a rapidly changing world. Grata Data is a big data platform that indexes millions of text-based documents across hundreds of data sources. The platform leverages machine learning technology to unearth indicators of operations and strategy.",Internet Software & Services,United States,$9.50M,N/A
"P
Pieter Pot",Series A,$3.19M,11/11/2020,N/A,Pieter Pot is an online supermarket to deliver packaging-free groceries by packaging products in glass preserving jars and having them delivered to consumers at home.,eCommerce,Netherlands,$3.19M,N/A
"A
Athena Club",Seed - II,$3.18M,10/22/2020,N/A,Athena Club is a subscription-based service that delivers feminine hygiene products. Women are able to choose from among several capacities designed for specific needs.,eCommerce,United States,$21.98M,N/A
"S
Semojangbu",Series A,$3.17M,11/11/2020,N/A,Semojangbu is a cloud-based tax management platform for small business owners.,Internet Software & Services,South Korea,$3.17M,N/A
"M
MiddleField",Series B,$3.16M,05/27/2020,N/A,"MiddleField develops and operates MotaGare, an e-commerce platform for automobile parts, including body/chassis, cooling systems, exterior parts, wheels, car navigation systems, engines, electrical systems, suspension parts, brakes, and more. The company also operates Motorz, an automobile-focused media platform.",eCommerce,Japan,$7.65M,N/A
CapitalRise,Angel - IV,$3.16M,07/28/2020,N/A,"CapitalRise is a UK property investment platform, enabling small investors to invest in and earn attractive returns from prime real estate in the capital.",eCommerce,United Kingdom,$109.52M,N/A
"Q
QARA",Series A,$3.16M,11/25/2020,N/A,"QARA is a FinTech company that provides online investment advisory, asset management, and P2P investment/crowdfunding services. Using deep learning Robo-Advisor and machine learning technology, the company's platform analyzes the current financial markets and predicts their prospects. QARA's products include Market Dreamer, KOSHO, Robo-Rider, and WhatisFund.",Internet Software & Services,South Korea,$4.16M,N/A
"D
Distributed",Seed VC - II,$3.15M,06/04/2020,N/A,"Distributed provides a machine learning technology platform, which allows companies to scale their offerings without the cost and time constraint of building big internal teams. The platform's dashboard delivers personalized support with shared screens, chat, video calling, and direct integration with internal systems.",Internet Software & Services,United Kingdom,$12.04M,N/A
"G
GeoDB",Angel - III,$3.14M,12/03/2020,N/A,GeoDB is a decentralized ecosystem which pays anyone around the world for the data they generate.,Internet Software & Services,Spain,$7.17M,N/A
Woila,Series A,$3.13M,02/05/2020,N/A,"Woila is an automated service spotting price changes for online stores. If a price drops up to 90 days after a purchase, Woila will automatically get users the money back.",eCommerce,Sweden,$3.88M,N/A
"A
Assembled",Seed VC,$3.10M,03/11/2020,N/A,"Assembled is a modern workforce management platform built to scale great customer support. Assembled helps teams forecast support demand, manage team schedules, and uncover insights to improve their support operations.",Internet Software & Services,United States,$19.70M,N/A
Encamp,Series A,$3.10M,04/27/2020,N/A,"Encamp is an environmental technology company that uses software to automate environmental reporting, organize environmental compliance requirements and due dates, and track down information about regulated facilities.",Internet Software & Services,United States,$16.95M,N/A
Urban Jungle,Seed VC,$3.10M,05/19/2020,N/A,Urban Jungle is a tech-first insurance broker helping young people get access to cheaper and better-suited home insurance.,Internet Software & Services,United Kingdom,$21.35M,N/A
Audius,Series B,$3.10M,08/03/2020,N/A,"Audius' mission is to create a fully decentralized community of artists, developers, and listeners collaborating to share and defend the world's music.",Internet Software & Services,United States,$15.10M,N/A
"F
Fulcrum",Seed VC,$3.10M,08/28/2020,N/A,Fulcrum offers a platform to help manufacturers improve efficiency through workflow optimization and automated data collection.,Internet Software & Services,United States,$3.10M,N/A
"Z
Zira",Seed VC,$3.10M,10/07/2020,N/A,Zira provides software that helps businesses schedule their hourly workforce in a more intelligent manner.,Internet Software & Services,United States,$3.10M,N/A
"C
Covalent",Seed VC - II,$3.10M,10/08/2020,N/A,"Covalent develops COVA Unity, a blockchain protocol that allows the monetization of enterprise data without compromising user data privacy.",Internet Software & Services,Singapore,$3.10M,N/A
Fleetx,Series A - II,$3.10M,10/14/2020,N/A,"Fleetx offers a suite of software-based products to help a fleet of all sizes to monitor and optimize their daily logistics operations leveraging artificial intelligence, big data and predictive analytics.",Internet Software & Services,India,$5.90M,N/A
"S
Slingshot",Seed VC,$3.10M,11/20/2020,N/A,Slingshot is a decentralized exchange set out on a mission to empower users by giving them open access to the future of finance.,Internet Software & Services,United States,$3.10M,N/A
"U
Unstack",Seed VC,$3.10M,12/11/2020,N/A,"Unstack offers a platform for high-performance websites, blogs, and landing pages that integrate with the existing marketing stack to drive traffic, leads, and sales for your business.",Internet Software & Services,United States,$3.10M,N/A
"C
Creadits",Seed VC,$3.09M,04/24/2020,N/A,Creadits is a platform that matches advertisers with designers and allows them to engage in the communication required for creative production.,Internet Software & Services,Singapore,$3.09M,N/A
"B
Beep Saude",Series A,$3.09M,02/26/2020,N/A,"Beep Saude is an online healthcare platform where users can find doctors, book appointments, and make payments.",Internet Software & Services,Brazil,$24.09M,N/A
"S
Simetric",Seed VC,$3.08M,03/31/2020,N/A,Simetric provides a management platform for IoT ecosystems.,Internet Software & Services,United States,$3.89M,N/A
"N
Nemuru",Seed VC,$3.08M,09/16/2020,N/A,"Nemuru is an internet-based lending service that offers a financing platform for different sectors including reform, automobile, rent deposit, travels, and training.",Internet Software & Services,Spain,$3.08M,N/A
"S
Silverflow",Seed VC,$3.08M,10/21/2020,N/A,Silverflow is a payments technology company building a modern and easy-to-use cloud platform for global card processing with direct access to the card networks.,Internet Software & Services,Netherlands,$3.55M,N/A
"V
Viselio",Seed,$3.07M,02/26/2020,N/A,Viselio offers a fully automated visa application form.,Internet Software & Services,Germany,$3.07M,N/A
"A
Asimily",Seed VC - III,$3.07M,04/06/2020,N/A,Asimily provides comprehensive monitoring for perspective maintenance and cyber-security across devices and vendors.,Internet Software & Services,United States,$13.17M,N/A
"S
Station A",Seed VC - II,$3.07M,07/08/2020,N/A,Station A automates clean energy development via GIS and machine learning software that models and predicts the performance of clean energy assets.,Internet Software & Services,United States,$3.87M,N/A
"L
Ladder",Seed VC,$3.07M,12/07/2020,N/A,"Ladder (formerly Remote Students) is an online professional community platform of the future, made for and by the next generation of professionals.",Internet Software & Services,United States,$6.77M,N/A
"C
CloudTrek",Series A - II,$3.06M,12/03/2020,N/A,"CloudTrek (云启星辰) provides enterprises with digitalized retail service based on technologies such as cloud computing, big data, AI, blockchain, and so on.",Internet Software & Services,China,$4.44M,N/A
"F
Follow Health",Angel,$3.06M,12/18/2020,N/A,Follow Health is an online platform to help healthcare providers manage their patients.,Internet Software & Services,France,$4.23M,N/A
"Y
Yinongyuan",Seed,$3.02M,11/12/2020,N/A,"Yinongyuan is a technology company that empowers agriculture through technology, catalyzes the transformation of traditional agriculture into modern agriculture through finance, and is committed to building a digital platform for smart supply chain in the field of science and technology agriculture.",Internet Software & Services,China,$3.02M,N/A
"C
Catallaxy",Seed VC,$3.01M,03/17/2020,N/A,"Catallaxy develops Mitsuri, a commerce platform for custom-made metal parts, and Fabit, a media platform for the manufacturing industry.",eCommerce,Japan,$6.78M,N/A
"M
Mine",Seed VC,$3.00M,01/21/2020,N/A,Mine is a platform that allows individuals and businesses to discover their digital footprint in order to reduce redundant risks.,Internet Software & Services,Israel,$12.50M,N/A
"T
TriggerMesh",Seed VC,$3.00M,01/22/2020,N/A,TriggerMesh is a multicloud serverless management platform for deploying functions from source control to Function-as-a-Service clouds or Knative Kubernetes clusters.,Internet Software & Services,United States,$7.97M,N/A
"K
Knox Financial",Seed VC,$3.00M,01/27/2020,N/A,"Knox Financial is offering an investment alternative for Boston-area homeowners who would typically sell their home when they move, allowing them to continue to build wealth and generate income from their properties without taking on the burdens of being a landlord.",Internet Software & Services,United States,$14.40M,N/A
"N
Neptune Labs",Series A,$3.00M,01/28/2020,N/A,"Neptune is a platform built for data scientists to make machine learning models development fast and reliable. With Neptune data scientists can easily monitor, compare, track and reproduce their experiments and results.",Internet Software & Services,Poland,$4.70M,N/A
"S
SOCi",Series C - II,$3.00M,01/30/2020,N/A,"SOCi tells businesses what to say and when to say it to increase their social IQ and ROI. The company crawls, scores and ranks the social web to recommend the top posts to businesses big and small. Coupled with its own template-based campaign and page creator, message scheduler, conversation tracker and analytics reporter, SOCI is an efficiency and intelligence platform in social media management.",Internet Software & Services,United States,$121.25M,N/A
